,PLZ,Ortsname,YB,YB_relativ,YB_pro_1000,SCB,SCB_relativ,SCB_pro_1000,derby
1373,4304,Giebenach,,,,,,,Unentschieden
1374,4305,"Arisdorf, Magden, Olsberg",,,,,,,Unentschieden
1375,4310,Rheinfelden,20.0,0.0015550890288469014,1.5550890288469015,7.0,0.0005442811600964155,0.5442811600964155,YB gewinnt
1376,4312,Magden,,,,,,,Unentschieden
1377,4313,"Möhlin, Rheinfelden",,,,3.0,0.0002782415136338342,0.2782415136338342,Unentschieden
1378,4314,Zeiningen,,,,2.0,0.0008869179600886918,0.8869179600886918,Unentschieden
1379,4315,"Zeiningen, Zuzgen",,,,3.0,0.0034562211981566822,3.4562211981566824,Unentschieden
1380,4316,Hellikon,,,,,,,Unentschieden
1381,4317,Wegenstetten,,,,,,,Unentschieden
1382,4322,Mumpf,,,,,,,Unentschieden
1383,4323,"Wallbach, Zeiningen",,,,,,,Unentschieden
1384,4324,Obermumpf,,,,1.0,0.000980392156862745,0.9803921568627451,Unentschieden
1385,4325,Schupfart,,,,1.0,0.001321003963011889,1.321003963011889,Unentschieden
1386,4332,Stein (AG),,,,1.0,0.0003205128205128205,0.32051282051282054,Unentschieden
1387,4333,Münchwilen (AG),,,,,,,Unentschieden
1388,4334,Sisseln,,,,,,,Unentschieden
1389,4402,"Frenkendorf, Pratteln",,,,,,,Unentschieden
1390,4410,"Bubendorf, Liestal",1.0,7.163836951070993e-05,0.07163836951070994,3.0,0.0002149151085321298,0.2149151085321298,SCB gewinnt
1391,4411,Seltisberg,,,,,,,Unentschieden
1392,4412,"Nuglar-St. Pantaleon, Seltisberg",,,,,,,Unentschieden
1393,4413,Büren (SO),,,,,,,Unentschieden
1394,4414,Füllinsdorf,1.0,0.0002277385561375541,0.2277385561375541,,,,Unentschieden
1395,4415,"Lausen, Liestal",,,,7.0,0.0013877874702616971,1.387787470261697,Unentschieden
1396,4416,Bubendorf,,,,,,,Unentschieden
1397,4417,Ziefen,,,,1.0,0.0006447453255963894,0.6447453255963894,Unentschieden
1398,4418,"Mümliswil-Ramiswil, Lauwil, Reigoldswil, Waldenburg",,,,,,,Unentschieden
1399,4419,Lupsingen,,,,,,,Unentschieden
1400,4421,Nuglar-St. Pantaleon,,,,,,,Unentschieden
1401,4422,"Arisdorf, Liestal",,,,3.0,0.0018975332068311196,1.8975332068311195,Unentschieden
1402,4423,Hersberg,,,,,,,Unentschieden
1403,4424,"Arboldswil, Niederdorf",,,,,,,Unentschieden
1404,4425,"Arboldswil, Titterten",,,,,,,Unentschieden
1405,4426,Lauwil,,,,,,,Unentschieden
1406,4431,"Bennwil, Niederdorf",,,,3.0,0.004754358161648178,4.754358161648177,Unentschieden
1407,4432,Lampenberg,,,,1.0,0.001968503937007874,1.968503937007874,Unentschieden
1408,4433,Ramlinsburg,,,,,,,Unentschieden
1409,4434,"Bennwil, Hölstein",,,,2.0,0.0008396305625524769,0.8396305625524769,Unentschieden
1410,4435,"Niederdorf, Oberdorf (BL)",,,,1.0,0.0005672149744753262,0.5672149744753262,Unentschieden
1411,4436,"Liedertswil, Niederdorf, Oberdorf (BL)",,,,5.0,0.001961553550411926,1.9615535504119261,Unentschieden
1412,4437,"Oberdorf (BL), Waldenburg",,,,7.0,0.005902192242833052,5.902192242833052,Unentschieden
1413,4438,"Holderbank (SO), Hägendorf, Langenbruck, Waldenburg",,,,,,,Unentschieden
1414,4441,Thürnen,,,,,,,Unentschieden
1415,4442,"Diepflingen, Wittinsburg",,,,,,,Unentschieden
1416,4443,"Tenniken, Wittinsburg",,,,,,,Unentschieden
1417,4444,"Buckten, Gelterkinden, Rümlingen, Wittinsburg",,,,,,,Unentschieden
1418,4445,"Buckten, Häfelfingen",,,,,,,Unentschieden
1419,4446,"Buckten, Läufelfingen",,,,,,,Unentschieden
1420,4447,"Buckten, Känerkinden, Diegten",,,,,,,Unentschieden
1421,4448,"Häfelfingen, Läufelfingen, Diegten",1.0,0.0007530120481927711,0.7530120481927711,1.0,0.0007530120481927711,0.7530120481927711,Unentschieden
1422,4450,"Böckten, Itingen, Sissach, Thürnen",,,,4.0,0.0006167129201356768,0.6167129201356768,Unentschieden
1423,4451,"Maisprach, Wintersingen",,,,,,,Unentschieden
1424,4452,Itingen,,,,4.0,0.0019398642095053346,1.9398642095053347,Unentschieden
1425,4453,Nusshof,,,,,,,Unentschieden
1426,4455,Zunzgen,,,,,,,Unentschieden
1427,4456,"Tenniken, Diegten",,,,1.0,0.0011198208286674132,1.1198208286674132,Unentschieden
1428,4457,"Bennwil, Diegten, Hölstein",,,,1.0,0.0006230529595015577,0.6230529595015577,Unentschieden
1429,4458,"Läufelfingen, Eptingen",,,,,,,Unentschieden
1430,4460,"Gelterkinden, Ormalingen",,,,,,,Unentschieden
1431,4461,Böckten,,,,2.0,0.0024813895781637717,2.4813895781637716,Unentschieden
1432,4462,"Buus, Rickenbach (BL)",,,,,,,Unentschieden
1433,4463,Buus,,,,1.0,0.0010482180293501049,1.0482180293501049,Unentschieden
1434,4464,Maisprach,,,,,,,Unentschieden
1435,4465,"Hemmiken, Ormalingen, Hellikon",,,,,,,Unentschieden
1436,4466,"Hemmiken, Ormalingen",,,,,,,Unentschieden
1437,4467,Rothenfluh,,,,1.0,0.0012787723785166241,1.278772378516624,Unentschieden
1438,4468,Kienberg,,,,,,,Unentschieden
1439,4469,Anwil,,,,,,,Unentschieden
1440,4492,"Tecknau, Wenslingen",,,,2.0,0.002325581395348837,2.3255813953488373,Unentschieden
1441,4493,"Kilchberg (BL), Oltingen, Wenslingen",,,,,,,Unentschieden
1442,4494,Oltingen,,,,,,,Unentschieden
1443,4495,"Wenslingen, Zeglingen",,,,,,,Unentschieden
1444,4496,Kilchberg (BL),,,,,,,Unentschieden
1445,4497,Rünenberg,,,,1.0,0.0012903225806451613,1.2903225806451613,Unentschieden
1446,4500,"Biberist, Bellach, Langendorf, Rüttenen, Solothurn",33.0,0.0019398071949212321,1.939807194921232,27.0,0.0015871149776628263,1.5871149776628264,YB gewinnt
1447,4512,"Bellach, Lommiswil",4.0,0.000777302759424796,0.777302759424796,18.0,0.003497862417411582,3.4978624174115818,SCB gewinnt
1448,4513,Langendorf,7.0,0.0018503832936822627,1.8503832936822626,3.0,0.0007930214115781126,0.7930214115781126,YB gewinnt
1449,4514,Lommiswil,1.0,0.0006988120195667365,0.6988120195667366,9.0,0.006289308176100629,6.289308176100629,SCB gewinnt
1450,4515,Oberdorf (SO),,,,,,,Unentschieden
1451,4522,"Oberdorf (SO), Rüttenen",3.0,0.00234009360374415,2.3400936037441498,2.0,0.0015600624024961,1.5600624024960998,YB gewinnt
1452,4523,Riedholz,,,,,,,Unentschieden
1453,4524,"Balm bei Günsberg, Günsberg",2.0,0.0017050298380221654,1.7050298380221653,3.0,0.0025575447570332483,2.557544757033248,SCB gewinnt
1454,4525,Balm bei Günsberg,2.0,0.011494252873563218,11.494252873563218,,,,Unentschieden
1455,4528,"Biberist, Zuchwil",11.0,0.0012398557258791703,1.2398557258791703,18.0,0.0020288548241659153,2.0288548241659154,SCB gewinnt
1456,4532,"Feldbrunnen-St. Niklaus, Rüttenen",1.0,0.0009950248756218905,0.9950248756218905,2.0,0.001990049751243781,1.990049751243781,SCB gewinnt
1457,4533,Riedholz,4.0,0.0020757654385054488,2.075765438505449,10.0,0.005189413596263622,5.1894135962636225,SCB gewinnt
1458,4534,Flumenthal,4.0,0.004136504653567736,4.1365046535677354,4.0,0.004136504653567736,4.1365046535677354,Unentschieden
1459,4535,"Hubersdorf, Kammersrohr",,,,2.0,0.002663115845539281,2.663115845539281,Unentschieden
1460,4536,"Attiswil, Wangen an der Aare",11.0,0.007829181494661922,7.829181494661922,9.0,0.006405693950177936,6.405693950177936,YB gewinnt
1461,4537,Wiedlisbach,2.0,0.0009103322712790169,0.9103322712790168,14.0,0.0063723258989531175,6.372325898953117,SCB gewinnt
1462,4538,Oberbipp,3.0,0.0017814726840855108,1.7814726840855108,13.0,0.007719714964370546,7.719714964370546,SCB gewinnt
1463,4539,"Farnern, Rumisberg",,,,1.0,0.0014705882352941176,1.4705882352941175,Unentschieden
1464,4542,"Deitingen, Luterbach",6.0,0.001786777843954735,1.7867778439547348,10.0,0.0029779630732578916,2.9779630732578917,SCB gewinnt
1465,4543,Deitingen,7.0,0.0031291908806437194,3.129190880643719,9.0,0.004023245417970496,4.023245417970496,SCB gewinnt
1466,4552,"Derendingen, Luterbach",10.0,0.0015832805573147563,1.5832805573147564,11.0,0.0017416086130462318,1.7416086130462318,SCB gewinnt
1467,4553,Subingen,14.0,0.004579653254824992,4.579653254824993,9.0,0.002944062806673209,2.944062806673209,YB gewinnt
1468,4554,"Etziken, Hüniken",4.0,0.004634994206257242,4.634994206257242,16.0,0.01853997682502897,18.53997682502897,SCB gewinnt
1469,4556,"Niederönz, Aeschi (SO), Bolken",2.0,0.0010995052226498076,1.0995052226498077,14.0,0.007696536558548653,7.696536558548653,SCB gewinnt
1470,4557,Horriwil,,,,5.0,0.005787037037037037,5.787037037037036,Unentschieden
1471,4558,Drei Höfe,4.0,0.0053404539385847796,5.34045393858478,,,,Unentschieden
1472,4562,Biberist,21.0,0.002654196157735086,2.654196157735086,27.0,0.003412537917087968,3.4125379170879677,SCB gewinnt
1473,4563,"Gerlafingen, Obergerlafingen",10.0,0.002034587995930824,2.0345879959308237,8.0,0.0016276703967446592,1.627670396744659,YB gewinnt
1474,4564,"Zielebach, Obergerlafingen",2.0,0.0013783597518952446,1.3783597518952446,15.0,0.010337698139214336,10.337698139214336,SCB gewinnt
1475,4565,Recherswil,8.0,0.004501969611705121,4.501969611705121,5.0,0.0028137310073157004,2.8137310073157002,YB gewinnt
1476,4566,"Halten, Kriegstetten, Oekingen",6.0,0.002033898305084746,2.0338983050847457,5.0,0.001694915254237288,1.694915254237288,YB gewinnt
1477,4571,Lüterkofen-Ichertswil,2.0,0.0026917900403768506,2.6917900403768504,2.0,0.0026917900403768506,2.6917900403768504,Unentschieden
1478,4573,"Bätterkinden, Lohn-Ammannsegg",6.0,0.0022497187851518562,2.249718785151856,11.0,0.004124484439445069,4.1244844394450695,SCB gewinnt
1479,4574,"Lüsslingen-Nennigkofen, Biberist, Selzach",2.0,0.001951219512195122,1.951219512195122,,,,Unentschieden
1480,4576,Buchegg,,,,2.0,0.010752688172043012,10.752688172043012,Unentschieden
1481,4577,Buchegg,2.0,0.007722007722007722,7.722007722007723,,,,Unentschieden
1482,4578,Buchegg,,,,1.0,0.004219409282700422,4.219409282700422,Unentschieden
1483,4579,Buchegg,2.0,0.0106951871657754,10.695187165775401,1.0,0.0053475935828877,5.347593582887701,YB gewinnt
1484,4581,Buchegg,,,,,,,Unentschieden
1485,4582,Buchegg,,,,2.0,0.009900990099009901,9.900990099009901,Unentschieden
1486,4583,Buchegg,,,,2.0,0.0036900369003690036,3.6900369003690034,Unentschieden
1487,4584,Lüterswil-Gächliwil,1.0,0.003134796238244514,3.134796238244514,6.0,0.018808777429467086,18.808777429467085,SCB gewinnt
1488,4585,Biezwil,2.0,0.006060606060606061,6.0606060606060606,5.0,0.015151515151515152,15.151515151515152,SCB gewinnt
1489,4586,Buchegg,,,,1.0,0.003076923076923077,3.076923076923077,Unentschieden
1490,4587,Buchegg,,,,3.0,0.013574660633484163,13.574660633484163,Unentschieden
1491,4588,"Messen, Unterramsern, Buchegg",3.0,0.007556675062972292,7.556675062972292,6.0,0.015113350125944584,15.113350125944583,SCB gewinnt
1492,4600,"Trimbach, Olten, Starrkirch-Wil",6.0,0.0003451449608835711,0.3451449608835711,12.0,0.0006902899217671422,0.6902899217671422,SCB gewinnt
1493,4612,Wangen bei Olten,3.0,0.0006025306286402892,0.6025306286402893,6.0,0.0012050612572805785,1.2050612572805786,SCB gewinnt
1494,4613,Rickenbach (SO),1.0,0.0011534025374855825,1.1534025374855825,1.0,0.0011534025374855825,1.1534025374855825,Unentschieden
1495,4614,"Gunzgen, Hägendorf",2.0,0.0004190236748376283,0.4190236748376283,6.0,0.001257071024512885,1.257071024512885,SCB gewinnt
1496,4615,Hägendorf,,,,,,,Unentschieden
1497,4616,Kappel (SO),3.0,0.0009874917709019092,0.9874917709019092,1.0,0.0003291639236339697,0.3291639236339697,YB gewinnt
1498,4617,Gunzgen,2.0,0.0012070006035003018,1.2070006035003018,1.0,0.0006035003017501509,0.6035003017501509,YB gewinnt
1499,4618,"Boningen, Kappel (SO)",,,,2.0,0.00267379679144385,2.6737967914438503,Unentschieden
1500,4622,"Egerkingen, Hägendorf",2.0,0.0005884083553986466,0.5884083553986466,1.0,0.0002942041776993233,0.2942041776993233,YB gewinnt
1501,4623,Neuendorf,,,,7.0,0.0034636318654131617,3.463631865413162,Unentschieden
1502,4624,Härkingen,,,,6.0,0.003911342894393742,3.911342894393742,Unentschieden
1503,4625,Oberbuchsiten,1.0,0.00047080979284369113,0.4708097928436911,1.0,0.00047080979284369113,0.4708097928436911,Unentschieden
1504,4626,Niederbuchsiten,2.0,0.0019193857965451055,1.9193857965451055,2.0,0.0019193857965451055,1.9193857965451055,Unentschieden
1505,4628,Wolfwil,3.0,0.0014677103718199608,1.467710371819961,4.0,0.0019569471624266144,1.9569471624266144,SCB gewinnt
1506,4629,Fulenbach,,,,,,,Unentschieden
1507,4632,Trimbach,3.0,0.00046882325363338024,0.46882325363338023,4.0,0.0006250976715111736,0.6250976715111736,SCB gewinnt
1508,4633,Hauenstein-Ifenthal,,,,,,,Unentschieden
1509,4634,"Trimbach, Wisen (SO), Läufelfingen",,,,,,,Unentschieden
1510,4652,Winznau,,,,5.0,0.002733734281027884,2.7337342810278837,Unentschieden
1511,4653,Obergösgen,,,,,,,Unentschieden
1512,4654,Lostorf,,,,,,,Unentschieden
1513,4655,"Rohr (SO), Stüsslingen",,,,1.0,0.00088261253309797,0.88261253309797,Unentschieden
1514,4656,Starrkirch-Wil,1.0,0.0005927682276229994,0.5927682276229994,2.0,0.0011855364552459987,1.1855364552459988,SCB gewinnt
1515,4657,"Dulliken, Starrkirch-Wil",1.0,0.0002065688907250568,0.2065688907250568,1.0,0.0002065688907250568,0.2065688907250568,Unentschieden
1516,4658,"Däniken, Gretzenbach",,,,4.0,0.0014250089063056644,1.4250089063056643,Unentschieden
1517,4663,"Olten, Aarburg",5.0,0.0006605019815059445,0.6605019815059445,5.0,0.0006605019815059445,0.6605019815059445,Unentschieden
1518,4665,Oftringen,2.0,0.0001514004542013626,0.1514004542013626,6.0,0.0004542013626040878,0.45420136260408783,SCB gewinnt
1519,4702,Oensingen,7.0,0.0011587485515643105,1.1587485515643106,12.0,0.001986426088395961,1.986426088395961,SCB gewinnt
1520,4703,Kestenholz,,,,7.0,0.003988603988603989,3.988603988603989,Unentschieden
1521,4704,"Niederbipp, Wolfisberg",7.0,0.0015102481121898597,1.5102481121898597,24.0,0.005177993527508091,5.17799352750809,SCB gewinnt
1522,4710,"Balsthal, Laupersdorf",,,,4.0,0.0006759040216289286,0.6759040216289286,Unentschieden
1523,4712,Laupersdorf,,,,4.0,0.002359882005899705,2.359882005899705,Unentschieden
1524,4713,Matzendorf,,,,5.0,0.0039001560062402497,3.9001560062402496,Unentschieden
1525,4714,Aedermannsdorf,,,,,,,Unentschieden
1526,4715,Herbetswil,,,,,,,Unentschieden
1527,4716,"Crémines, Gänsbrunnen, Welschenrohr",5.0,0.004088307440719542,4.088307440719542,3.0,0.0024529844644317253,2.4529844644317254,YB gewinnt
1528,4717,"Aedermannsdorf, Balsthal, Laupersdorf, Mümliswil-Ramiswil",2.0,0.0009302325581395349,0.930232558139535,1.0,0.00046511627906976747,0.4651162790697675,YB gewinnt
1529,4718,"Oberbuchsiten, Holderbank (SO)",,,,1.0,0.0016155088852988692,1.6155088852988693,Unentschieden
1530,4719,"Aedermannsdorf, Mümliswil-Ramiswil, Lauwil",,,,2.0,0.006191950464396285,6.191950464396285,Unentschieden
1531,4800,Zofingen,2.0,0.00019406171162429653,0.19406171162429653,12.0,0.0011643702697457792,1.1643702697457792,SCB gewinnt
1532,4802,"Rothrist, Strengelbach",3.0,0.0006325110689437065,0.6325110689437066,1.0,0.0002108370229812355,0.2108370229812355,YB gewinnt
1533,4803,"Brittnau, Vordemwald",2.0,0.0010615711252653928,1.0615711252653928,6.0,0.0031847133757961785,3.1847133757961785,SCB gewinnt
1534,4805,Brittnau,,,,7.0,0.0018455048774057474,1.8455048774057474,Unentschieden
1535,4806,Wikon,1.0,0.0007137758743754461,0.7137758743754461,1.0,0.0007137758743754461,0.7137758743754461,Unentschieden
1536,4812,"Uerkheim, Zofingen",,,,,,,Unentschieden
1537,4813,"Bottenwil, Kölliken, Uerkheim",,,,,,,Unentschieden
1538,4814,Bottenwil,,,,1.0,0.0012531328320802004,1.2531328320802004,Unentschieden
1539,4852,"Rothrist, Vordemwald",3.0,0.00035570310647379654,0.35570310647379655,6.0,0.0007114062129475931,0.7114062129475931,SCB gewinnt
1540,4853,"Wynau, Murgenthal",1.0,0.0004662004662004662,0.4662004662004662,2.0,0.0009324009324009324,0.9324009324009324,SCB gewinnt
1541,4856,Murgenthal,,,,2.0,0.0025940337224383916,2.594033722438392,Unentschieden
1542,4900,Langenthal,57.0,0.003763618355893034,3.763618355893034,36.0,0.00237702211951139,2.37702211951139,YB gewinnt
1543,4911,Schwarzhäusern,,,,4.0,0.008048289738430584,8.048289738430585,Unentschieden
1544,4912,"Aarwangen, Bannwil",11.0,0.0025658968975973873,2.5658968975973875,6.0,0.0013995801259622112,1.3995801259622112,YB gewinnt
1545,4913,Bannwil,4.0,0.005763688760806916,5.763688760806916,5.0,0.007204610951008645,7.204610951008645,SCB gewinnt
1546,4914,"Roggwil (BE), Murgenthal",9.0,0.002295918367346939,2.295918367346939,10.0,0.002551020408163265,2.5510204081632653,SCB gewinnt
1547,4915,"Pfaffnau, Murgenthal",,,,,,,Unentschieden
1548,4916,Langenthal,,,,1.0,0.005988023952095809,5.9880239520958085,Unentschieden
1549,4917,"Busswil bei Melchnau, Melchnau",,,,2.0,0.0011614401858304297,1.1614401858304297,Unentschieden
1550,4919,"Madiswil, Reisiswil",,,,,,,Unentschieden
1551,4922,"Aarwangen, Thunstetten",5.0,0.001547029702970297,1.547029702970297,12.0,0.0037128712871287127,3.7128712871287126,SCB gewinnt
1552,4923,Wynau,4.0,0.002602472348731295,2.602472348731295,5.0,0.0032530904359141183,3.2530904359141184,SCB gewinnt
1553,4924,"Langenthal, Obersteckholz",4.0,0.009478672985781991,9.47867298578199,,,,Unentschieden
1554,4932,"Lotzwil, Madiswil",7.0,0.0026246719160104987,2.6246719160104988,9.0,0.003374578177727784,3.374578177727784,SCB gewinnt
1555,4933,Rütschelen,,,,2.0,0.003527336860670194,3.527336860670194,Unentschieden
1556,4934,Madiswil,7.0,0.003269500233535731,3.269500233535731,3.0,0.0014012143858010276,1.4012143858010278,YB gewinnt
1557,4935,Madiswil,,,,1.0,0.0027472527472527475,2.7472527472527473,Unentschieden
1558,4936,"Madiswil, Ursenbach",4.0,0.007692307692307693,7.6923076923076925,2.0,0.0038461538461538464,3.8461538461538463,YB gewinnt
1559,4937,Ursenbach,3.0,0.0036144578313253013,3.6144578313253013,2.0,0.0024096385542168677,2.4096385542168677,YB gewinnt
1560,4938,"Auswil, Rohrbach, Rohrbachgraben, Huttwil",4.0,0.002165674066053059,2.165674066053059,10.0,0.005414185165132647,5.414185165132647,SCB gewinnt
1561,4942,"Ursenbach, Dürrenroth, Walterswil (BE)",3.0,0.0079155672823219,7.9155672823219,6.0,0.0158311345646438,15.8311345646438,SCB gewinnt
1562,4943,"Oeschenbach, Ursenbach, Walterswil (BE), Seeberg",,,,3.0,0.010526315789473684,10.526315789473683,Unentschieden
1563,4944,Auswil,2.0,0.004672897196261682,4.672897196261682,4.0,0.009345794392523364,9.345794392523365,SCB gewinnt
1564,4950,Huttwil,21.0,0.004808793221891459,4.808793221891459,17.0,0.0038928326081978477,3.8928326081978475,YB gewinnt
1565,4952,"Eriswil, Huttwil, Sumiswald, Luthern, Ufhusen",1.0,0.000708215297450425,0.708215297450425,4.0,0.0028328611898017,2.8328611898017,SCB gewinnt
1566,4953,"Huttwil, Wyssachen",2.0,0.005970149253731343,5.970149253731344,,,,Unentschieden
1567,4954,"Sumiswald, Wyssachen",,,,3.0,0.0026642984014209592,2.664298401420959,Unentschieden
1568,4955,"Gondiswil, Ufhusen",2.0,0.0027210884353741495,2.7210884353741496,1.0,0.0013605442176870747,1.3605442176870748,YB gewinnt
1569,5000,Aarau,3.0,0.00020943870427254956,0.20943870427254957,3.0,0.00020943870427254956,0.20943870427254957,Unentschieden
1570,5004,Aarau,,,,2.0,0.0008583690987124463,0.8583690987124463,Unentschieden
1571,5012,"Eppenberg-Wöschnau, Schönenwerd",,,,2.0,0.00038752179810114316,0.3875217981011432,Unentschieden
1572,5013,Niedergösgen,,,,6.0,0.0015814443858724301,1.58144438587243,Unentschieden
1573,5014,Gretzenbach,,,,1.0,0.00039308176100628933,0.39308176100628933,Unentschieden
1574,5015,Erlinsbach (SO),2.0,0.0005989817310572028,0.5989817310572028,7.0,0.0020964360587002098,2.0964360587002098,SCB gewinnt
1575,5017,"Erlinsbach (SO), Erlinsbach (AG)",,,,,,,Unentschieden
1576,5018,Erlinsbach (AG),,,,5.0,0.001281722635221738,1.281722635221738,Unentschieden
1577,5022,Küttigen,,,,2.0,0.0008250825082508251,0.8250825082508251,Unentschieden
1578,5023,Biberstein,,,,1.0,0.0006729475100942127,0.6729475100942126,Unentschieden
1579,5024,Küttigen,,,,,,,Unentschieden
1580,5025,Densbüren,,,,,,,Unentschieden
1581,5026,"Densbüren, Wölflinswil",,,,,,,Unentschieden
1582,5027,Herznach,,,,1.0,0.0007117437722419929,0.7117437722419929,Unentschieden
1583,5028,Ueken,,,,,,,Unentschieden
1584,5032,Aarau,3.0,0.0007913479293062516,0.7913479293062516,3.0,0.0007913479293062516,0.7913479293062516,Unentschieden
1585,5033,"Buchs (AG), Suhr",,,,3.0,0.0003939075630252101,0.3939075630252101,Unentschieden
1586,5034,Suhr,1.0,0.00010219724067450178,0.10219724067450178,5.0,0.000510986203372509,0.510986203372509,SCB gewinnt
1587,5035,Unterentfelden,2.0,0.0004920049200492004,0.49200492004920043,1.0,0.0002460024600246002,0.24600246002460022,YB gewinnt
1588,5036,Oberentfelden,1.0,0.00012861736334405144,0.12861736334405144,2.0,0.0002572347266881029,0.2572347266881029,SCB gewinnt
1589,5037,Muhen,,,,4.0,0.0010568031704095112,1.056803170409511,Unentschieden
1590,5040,Schöftland,,,,6.0,0.0014416146083613647,1.4416146083613646,Unentschieden
1591,5042,Hirschthal,,,,2.0,0.0012961762799740765,1.2961762799740766,Unentschieden
1592,5043,Holziken,,,,3.0,0.002320185614849188,2.320185614849188,Unentschieden
1593,5044,Schlossrued,,,,,,,Unentschieden
1594,5046,"Gontenschwil, Schmiedrued",,,,1.0,0.0008264462809917355,0.8264462809917356,Unentschieden
1595,5053,Staffelbach,,,,,,,Unentschieden
1596,5054,"Kirchleerau, Moosleerau",,,,3.0,0.0017084282460136675,1.7084282460136675,Unentschieden
1597,5056,Attelwil,,,,1.0,0.0036231884057971015,3.6231884057971016,Unentschieden
1598,5057,Reitnau,,,,,,,Unentschieden
1599,5058,Wiliberg,,,,,,,Unentschieden
1600,5062,Oberhof,,,,1.0,0.0016835016835016834,1.6835016835016834,Unentschieden
1601,5063,Wölflinswil,,,,1.0,0.0010111223458038423,1.0111223458038423,Unentschieden
1602,5064,Wittnau,,,,,,,Unentschieden
1603,5070,Frick,,,,7.0,0.0013521344407958276,1.3521344407958276,Unentschieden
1604,5072,Oeschgen,,,,,,,Unentschieden
1605,5073,Gipf-Oberfrick,,,,,,,Unentschieden
1606,5074,Eiken,,,,3.0,0.001358695652173913,1.358695652173913,Unentschieden
1607,5075,Hornussen,,,,,,,Unentschieden
1608,5076,Bözen,,,,,,,Unentschieden
1609,5077,Elfingen,,,,,,,Unentschieden
1610,5078,Effingen,,,,,,,Unentschieden
1611,5079,"Effingen, Zeihen",,,,1.0,0.0008873114463176575,0.8873114463176576,Unentschieden
1612,5080,"Kaisten, Laufenburg",,,,,,,Unentschieden
1613,5082,Kaisten,,,,1.0,0.00043196544276457883,0.4319654427645788,Unentschieden
1614,5083,Kaisten,,,,,,,Unentschieden
1615,5084,Laufenburg,,,,,,,Unentschieden
1616,5085,Laufenburg,,,,,,,Unentschieden
1617,5102,Rupperswil,,,,2.0,0.0003961180431768667,0.3961180431768667,Unentschieden
1618,5103,"Möriken-Wildegg, Niederlenz, Rupperswil",,,,,,,Unentschieden
1619,5105,Auenstein,1.0,0.0006426735218508997,0.6426735218508997,2.0,0.0012853470437017994,1.2853470437017993,SCB gewinnt
1620,5106,Veltheim (AG),,,,,,,Unentschieden
1621,5107,Schinznach,,,,1.0,0.000574052812858783,0.5740528128587831,Unentschieden
1622,5108,Schinznach,,,,1.0,0.0020161290322580645,2.0161290322580645,Unentschieden
1623,5112,Thalheim (AG),,,,4.0,0.005018820577164366,5.018820577164366,Unentschieden
1624,5113,Holderbank (AG),,,,,,,Unentschieden
1625,5116,Schinznach-Bad,,,,1.0,0.0008156606851549756,0.8156606851549756,Unentschieden
1626,5200,"Brugg, Rüfenach",,,,8.0,0.0008088160954402993,0.8088160954402993,Unentschieden
1627,5210,"Brugg, Hausen (AG), Windisch",2.0,0.000278473962684489,0.278473962684489,4.0,0.000556947925368978,0.556947925368978,SCB gewinnt
1628,5212,Hausen (AG),1.0,0.0002986857825567503,0.29868578255675027,2.0,0.0005973715651135006,0.5973715651135005,SCB gewinnt
1629,5213,Villnachern,,,,,,,Unentschieden
1630,5222,Brugg,,,,,,,Unentschieden
1631,5223,Riniken,,,,1.0,0.0006724949562878278,0.6724949562878278,Unentschieden
1632,5225,Bözberg,,,,,,,Unentschieden
1633,5233,Villigen,,,,,,,Unentschieden
1634,5234,Villigen,,,,,,,Unentschieden
1635,5235,"Remigen, Rüfenach",,,,2.0,0.002290950744558992,2.2909507445589923,Unentschieden
1636,5236,"Remigen, Bözberg",,,,,,,Unentschieden
1637,5237,"Mönthal, Bözberg",,,,,,,Unentschieden
1638,5242,"Birr, Lupfig",,,,3.0,0.00045092439500977,0.45092439500977,Unentschieden
1639,5243,Mülligen,,,,3.0,0.0028873917228103944,2.8873917228103942,Unentschieden
1640,5244,Birrhard,,,,1.0,0.0014858841010401188,1.4858841010401187,Unentschieden
1641,5245,Habsburg,,,,,,,Unentschieden
1642,5246,Scherz,,,,,,,Unentschieden
1643,5272,Gansingen,,,,,,,Unentschieden
1644,5273,Mettauertal,,,,,,,Unentschieden
1645,5274,Mettauertal,,,,,,,Unentschieden
1646,5275,Mettauertal,,,,,,,Unentschieden
1647,5276,Mettauertal,,,,,,,Unentschieden
1648,5277,Mettauertal,,,,,,,Unentschieden
1649,5300,"Turgi, Untersiggenthal",,,,,,,Unentschieden
1650,5301,Untersiggenthal,,,,,,,Unentschieden
1651,5303,Würenlingen,,,,,,,Unentschieden
1652,5304,Endingen,,,,,,,Unentschieden
1653,5305,Endingen,,,,,,,Unentschieden
1654,5306,Tegerfelden,,,,,,,Unentschieden
1655,5312,Döttingen,,,,,,,Unentschieden
1656,5313,Klingnau,,,,1.0,0.00030674846625766873,0.3067484662576687,Unentschieden
1657,5314,Böttstein,,,,2.0,0.0005743825387708214,0.5743825387708213,Unentschieden
1658,5315,Böttstein,,,,,,,Unentschieden
1659,5316,Leuggern,,,,,,,Unentschieden
1660,5317,Leuggern,,,,,,,Unentschieden
1661,5318,Mandach,,,,,,,Unentschieden
1662,5322,"Klingnau, Koblenz",,,,1.0,0.0006222775357809583,0.6222775357809583,Unentschieden
1663,5323,Rietheim,,,,,,,Unentschieden
