,catégorie,rang,année,pays,temps net,Age,vitesse
28952,Hommes I,9.,1990,CH,"25.33,4",25.0,17.343490960764193
28954,Hommes III,---,1967,F,--------,48.0,
28956,Femmes II,---,1982,CH,--------,33.0,
28961,Hommes V,201.,1953,CH,"40.39,9",62.0,10.876011782469863
28963,Femmes IV,262.,1964,CH,"27.21,1",51.0,16.14714637462791
28964,Hommes III,235.,1970,F,"30.41,4",45.0,14.446636417439338
28965,Hommes III,316.,1973,F,"31.14,0",42.0,14.109826589595377
28966,Hommes I,730.,1986,CH,"33.44,7",29.0,13.136604179747062
28968,Hommes IV,968.,1965,F,"43.50,6",50.0,10.099296648738106
28971,Hommes I,947.,1989,CH,"35.32,2",26.0,12.439272974350263
28972,Hommes IV,979.,1959,CH,"44.08,1",56.0,9.967559719607086
28973,Femmes IV,222.,1960,CH,"26.47,0",55.0,16.599168870419344
28977,Femmes II,590.,1977,F,"27.12,5",38.0,16.198341013824887
28978,Femmes I,391.,1989,CH,"25.16,8",26.0,17.457883026064845
28980,Femmes II,693.,1982,CH,"27.55,4",33.0,15.946142120926183
28981,Hommes I,1334.,1988,CH,"42.38,3",27.0,10.366892386098199
28983,Femmes I,792.,1995,CH,"28.01,5",20.0,15.683740853114404
28984,Hommes III,1650.,1967,CH,"39.49,4",48.0,11.125234212791817
28989,Hommes III,1591.,1970,CH,"39.15,5",45.0,11.221555356914825
28990,Femmes III,346.,1973,CH,"25.30,6",42.0,17.3626807871651
28996,Hommes II,---,1982,CH,--------,33.0,
29001,Hommes III,937.,1971,CH,"34.45,9",44.0,12.750805304855044
29004,Hommes II,---,1985,CH,--------,30.0,
29005,Hommes III,1702.,1966,CH,"40.27,6",49.0,10.909226338265965
29006,Femmes II,251.,1979,CH,"24.45,7",36.0,17.965408676452547
29007,Hommes II,1416.,1984,CH,"36.28,2",31.0,12.110137258144535
29012,Femmes III,628.,1972,CH,"27.45,9",43.0,16.001311045558836
29013,Escaladelite Hommes,294.,1977,CH,"28.29,0",38.0,15.531283138918347
29016,Femmes II,426.,1976,CH,"26.08,7",39.0,16.842871928546785
29020,Hommes II,1397.,1983,CH,"36.22,4",32.0,12.129527385159014
29023,Hommes I,71.,1990,CH,"28.18,9",25.0,15.586931072404129
29024,Hommes III,1574.,1972,CH,"39.06,4",43.0,11.247696088470203
29026,Femmes III,83.,1968,F,"22.32,8",47.0,19.67843067001075
29029,Hommes V,286.,1955,CH,"44.41,8",60.0,9.891935701742538
29030,Hommes II,2037.,1979,CH,"45.01,2",36.0,9.761396960810451
29033,Femmes IV,524.,1963,F,"35.43,8",52.0,12.398555223206728
29034,Femmes I,1071.,1993,CH,"30.42,3",22.0,14.44236268612563
29036,Hommes II,571.,1977,CH,"32.00,7",38.0,13.727622082669418
29040,Hommes IV,456.,1964,CH,"35.58,0",51.0,12.349072512647556
29041,Hommes I,---,1992,CH,--------,23.0,
29043,Femmes IV,534.,1964,CH,"36.42,2",51.0,12.063587941354127
29044,Hommes I,94.,1994,CH,"28.37,2",21.0,15.48639503736078
29045,Femmes V,24.,1954,CH,"25.54,1",61.0,17.202928624564425
29046,Hommes II,145.,1985,CH,"29.10,4",30.0,15.096893897746018
29047,Femmes II,126.,1981,CH,"23.28,0",34.0,18.873711340206185
29048,Hommes I,241.,1988,CH,"30.11,1",27.0,14.59200956461094
29051,Femmes III,817.,1975,CH,"29.22,6",40.0,15.03387394785465
29052,Hommes III,1321.,1974,CH,"36.57,3",41.0,12.013780657862357
29054,Femmes II,1171.,1978,CH,"33.14,1",37.0,13.257898071874719
29055,Femmes III,911.,1975,F,"30.20,5",40.0,14.546598245323624
29058,Hommes IV,1043.,1962,F,"50.19,5",53.0,8.753461500149418
29059,Femmes V,13.,1947,CH,"24.49,7",68.0,17.93607380495571
29060,Hommes III,298.,1972,CH,"31.07,2",43.0,14.140705458290423
29064,Hommes V,22.,1948,CH,"32.38,4",67.0,13.567811264822137
29065,Femmes III,17.,1975,CH,"20.38,4",40.0,21.555141287284147
29074,Hommes IV,440.,1959,CH,"35.49,0",56.0,12.380388841927305
29078,Hommes II,685.,1983,F,"32.39,6",32.0,13.562785529077663
29079,Hommes III,1322.,1971,F,"36.58,1",44.0,12.011153330964161
29082,Femmes III,324.,1970,F,"25.18,0",45.0,17.449563145353455
29083,Femmes III,912.,1969,CH,"30.22,1",46.0,14.53889679362033
29084,Femmes III,211.,1971,F,"24.12,5",44.0,18.212642487046633
29085,Femmes I,---,1989,CH,--------,26.0,
29088,Femmes II,275.,1982,CH,"25.01,1",33.0,17.567470313062255
29089,Femmes I,---,1992,CH,--------,23.0,
29090,Femmes III,---,1973,CH,--------,42.0,
29093,Hommes II,1099.,1984,CH,"34.43,3",31.0,12.760433305259491
29095,Hommes IV,213.,1959,CH,"33.07,2",56.0,13.285558780841798
29097,Hommes IV,597.,1958,CH,"37.30,3",57.0,11.778677318178165
29098,Femmes I,970.,1986,CH,"29.35,5",29.0,14.967807869187531
29099,Femmes III,789.,1974,CH,"29.11,3",41.0,15.09222684024319
29100,Hommes VI,62.,1940,CH,"47.27,8",75.0,9.293540335885615
29101,Hommes IV,491.,1964,CH,"36.23,3",51.0,12.126514503353299
29108,Hommes III,1252.,1970,CH,"36.32,5",45.0,12.095801789401238
29109,Hommes IV,698.,1956,F,"38.45,5",59.0,11.425822389806267
29111,Hommes II,1171.,1982,CH,"35.09,7",33.0,12.519018719548681
29113,Hommes III,1775.,1971,F,"41.14,3",44.0,10.67933791896556
29121,Hommes I,1221.,1986,CH,"38.55,9",29.0,11.395005057185095
29124,Escaladelite Hommes,176.,1985,CH,"26.30,1",30.0,16.705828675715754
29129,Hommes III,1915.,1967,CH,"44.59,0",48.0,9.853778874187038
29132,Hommes II,1932.,1982,CH,"41.47,6",33.0,10.593596296653487
29133,Hommes II,1927.,1981,CH,"41.41,5",34.0,10.609199565374865
29134,Femmes II,---,1982,CH,--------,33.0,
29135,Femmes II,677.,1979,F,"27.47,9",36.0,15.989664834964884
29136,Hommes II,1685.,1985,CH,"38.26,4",30.0,11.482855948149696
29138,Femmes I,833.,1987,F,"28.18,8",28.0,15.587484035759902
29140,Femmes II,1166.,1980,F,"33.09,1",35.0,13.277930555135837
29143,Femmes VI,10.,1941,F,"32.12,2",74.0,13.678475810970674
29144,Hommes IV,21.,1961,F,"28.11,0",54.0,15.630736392742795
29148,Hommes III,1614.,1967,CH,"39.24,2",48.0,11.196677029713065
29149,Hommes III,109.,1975,F,"29.23,7",40.0,15.028217669391527
29150,Femmes II,---,1977,F,--------,38.0,
29152,Hommes VI,6.,1945,F,"35.33,4",70.0,12.435048395313295
29153,Hommes III,---,1973,CH,--------,42.0,
29154,Hommes IV,706.,1960,F,"38.51,4",55.0,11.408319052811963
29158,Hommes III,1862.,1973,F,"43.05,4",42.0,10.205323547173318
29159,Hommes III,1774.,1972,CH,"41.12,0",43.0,10.685311284046694
29162,Hommes II,2018.,1985,CH,"44.13,3",30.0,9.955815376249065
29164,Hommes IV,214.,1962,F,"33.08,5",53.0,13.280338521988817
29165,Hommes I,1264.,1986,CH,"40.02,0",29.0,10.979010494752623
29166,Hommes IV,451.,1959,CH,"35.56,0",56.0,12.35601799775028
29167,Hommes I,1131.,1995,CH,"37.25,2",20.0,11.79480296359927
29168,Hommes II,106.,1981,CH,"28.46,3",34.0,15.43688297087447
29169,Hommes I,224.,1987,P,"29.57,7",28.0,14.855462014403084
29170,Hommes II,406.,1984,F,"31.04,3",31.0,14.15391553651387
29171,Hommes IV,---,1959,CH,--------,56.0,
29172,Hommes II,1106.,1979,F,"34.47,6",36.0,12.744517925513403
29174,Femmes II,1197.,1983,CH,"34.08,6",32.0,12.890336208414013
29175,Hommes III,---,1971,CH,--------,44.0,
29176,Hommes II,659.,1977,CH,"32.30,9",38.0,13.599306694729025
29177,Hommes III,1557.,1966,F,"38.57,6",49.0,11.389983409373704
29179,Femmes I,---,1995,CH,--------,20.0,
29183,Femmes IV,315.,1963,F,"27.59,3",52.0,15.923603812561158
29184,Hommes III,1031.,1972,CH,"35.14,3",43.0,12.502632103121533
29185,Hommes III,1759.,1972,CH,"41.05,0",43.0,10.703532277710112
29186,Femmes I,---,1990,CH,--------,25.0,
29187,Hommes II,675.,1976,CH,"32.36,5",39.0,13.575776301560326
29188,Hommes III,1685.,1973,CH,"40.12,2",42.0,10.95109914759982
29190,Hommes II,453.,1979,F,"31.21,3",36.0,14.076826963124338
29196,Escaladelite Hommes,317.,1990,CH,"28.49,5",25.0,15.419547288998071
29199,Hommes IV,923.,1964,F,"42.28,4",51.0,10.39116450666919
29204,Hommes IV,1001.,1965,CH,"45.02,4",50.0,9.758795309168443
29206,Hommes II,588.,1980,E,"32.05,6",35.0,13.706638382830048
29211,Hommes II,1113.,1981,CH,"34.48,6",34.0,12.740822362697909
29214,Hommes V,180.,1953,CH,"40.02,2",62.0,10.97846184598471
29216,Hommes IV,152.,1962,F,"32.03,9",53.0,13.713911170760635
29217,Femmes II,1151.,1984,CH,"32.51,2",31.0,13.51439468503937
29218,Escaladelite Hommes,214.,1969,CH,"27.10,8",46.0,16.208499335989377
29220,Hommes III,1332.,1966,CH,"37.05,0",49.0,11.859109311740893
29223,Femmes I,1000.,1990,CH,"29.56,4",25.0,14.861994317413071
29228,Femmes III,580.,1975,F,"27.23,3",40.0,16.134102008592517
29229,Escaladelite Femmes,127.,1982,NL,"34.37,8",33.0,12.780848216882891
29230,Femmes I,---,1987,CH,--------,28.0,
29235,Hommes III,---,1972,CH,--------,43.0,
29243,Hommes II,602.,1978,CH,"32.10,3",37.0,13.686571348472107
29245,Femmes I,682.,1987,CH,"27.14,6",28.0,16.18581006409784
29246,Hommes V,200.,1947,CH,"40.37,6",68.0,10.882207251832773
29249,Hommes IV,420.,1959,F,"35.39,1",56.0,12.415020767991864
29250,Femmes V,---,1949,CH,--------,66.0,
29252,Femmes II,430.,1979,CH,"26.09,3",36.0,16.83899896523972
29257,Femmes I,642.,1991,CH,"27.01,5",24.0,16.264297612437534
29258,Femmes I,1080.,1993,CH,"30.55,2",22.0,14.381382560879812
29259,Hommes II,12.,1981,F,"26.13,3",34.0,16.813224658477786
29263,Femmes IV,65.,1961,CH,"23.55,4",54.0,18.654156406555153
29264,Femmes I,729.,1989,CH,"27.31,1",26.0,16.088023140858994
29266,Femmes III,185.,1973,CH,"23.56,2",42.0,18.647822765469822
29267,Femmes II,771.,1980,CH,"28.28,8",35.0,15.532381221719458
29268,Femmes V,15.,1954,CH,"25.09,1",61.0,17.51145829181778
29270,Femmes I,266.,1987,CH,"24.34,2",28.0,18.050283460685236
29272,Hommes II,1229.,1985,CH,"35.26,5",30.0,12.459378987664824
29274,Hommes V,101.,1949,CH,"37.27,6",66.0,11.787208927996566
29279,Hommes III,---,1967,F,--------,48.0,
29281,Hommes II,226.,1982,F,"29.54,1",33.0,14.873565552960292
29282,Femmes II,381.,1976,CH,"25.54,0",39.0,17.203602192639
29285,Hommes III,320.,1969,CH,"31.15,2",46.0,14.104391371340524
29289,Hommes I,1096.,1991,CH,"36.59,3",24.0,12.007214494575464
29290,Hommes III,856.,1972,CH,"34.21,7",43.0,12.840985475056259
29295,Femmes II,325.,1985,CH,"25.22,0",30.0,17.421887390959558
29299,Femmes V,54.,1953,CH,"28.21,8",62.0,15.570912183712526
29300,Femmes IV,516.,1965,CH,"33.49,6",50.0,13.11738715070456
29301,Hommes I,508.,1993,CH,"32.15,5",22.0,13.66443787902348
29303,Hommes IV,---,1965,CH,--------,50.0,
29305,Femmes III,477.,1969,CH,"26.40,2",46.0,16.641921066585866
29307,Escaladelite Femmes,39.,1995,CH,"28.40,4",20.0,15.46894803548796
29308,Hommes II,---,1976,CH,--------,39.0,
29311,Femmes II,1176.,1979,CH,"33.23,8",36.0,13.21920693182502
29313,Femmes I,512.,1987,CH,"26.07,5",28.0,16.850623202301055
29316,Hommes IV,402.,1963,CH,"35.28,1",52.0,12.453728635809643
29317,Hommes I,---,1995,F,--------,20.0,
29318,Hommes III,1091.,1970,CH,"35.35,1",45.0,12.429068484625613
29320,Femmes I,---,1994,CH,--------,21.0,
29322,Femmes IV,160.,1956,CH,"25.51,8",59.0,17.218434046555373
29324,Femmes III,20.,1966,CH,"20.45,1",49.0,21.484523984157253
29327,Hommes I,761.,1990,CH,"33.57,6",25.0,13.08613295210865
29329,Femmes I,825.,1992,CH,"28.15,1",23.0,15.607971297644845
29330,Hommes III,459.,1970,CH,"32.13,4",45.0,13.673367772452854
29334,Hommes III,451.,1972,CH,"32.10,8",43.0,13.684440014949546
29335,Femmes II,1064.,1976,CH,"31.18,3",39.0,14.090369752749897
29336,Hommes VI,60.,1942,CH,"47.02,5",73.0,9.343540669856461
29337,Hommes III,287.,1973,CH,"31.03,6",42.0,14.157107874726124
29340,Hommes I,1042.,1987,CH,"36.28,4",28.0,12.109469738727814
29341,Femmes III,931.,1973,CH,"30.30,8",42.0,14.497162465355682
29344,Femmes III,1045.,1975,CH,"32.14,3",40.0,13.669539246492239
29346,Hommes III,590.,1968,CH,"32.59,5",47.0,13.479981592268754
29348,Hommes III,1021.,1974,CH,"35.10,6",41.0,12.515809263373782
29349,Femmes II,27.,1983,F,"21.25,1",32.0,20.675732906686743
29350,Hommes III,680.,1971,CH,"33.26,4",44.0,13.208874458874458
29351,Femmes III,---,1966,F,--------,49.0,
29352,Femmes II,695.,1981,CH,"27.56,1",34.0,15.94209208664417
29353,Hommes II,1665.,1979,CH,"38.17,3",36.0,11.510229743536007
29354,Femmes II,366.,1983,CH,"25.46,2",32.0,17.256303511114606
29357,Femmes I,1121.,1994,CH,"31.26,4",21.0,14.053863868986696
29358,Femmes I,417.,1993,CH,"25.26,8",22.0,17.388792148171603
29359,Femmes I,---,1987,CH,--------,28.0,
29361,Hommes III,812.,1974,F,"34.07,7",41.0,12.893740646183643
29367,Femmes I,703.,1987,CH,"27.23,1",28.0,16.135286989093313
29370,Hommes II,381.,1980,CH,"30.53,7",35.0,14.388446802239908
29371,Hommes VI,48.,1945,CH,"43.52,5",70.0,10.09488799540494
29372,Hommes II,798.,1980,CH,"33.10,7",35.0,13.271513577189115
29373,Hommes II,1121.,1983,CH,"34.51,1",32.0,12.731592825475936
29376,Hommes V,---,1950,F,--------,65.0,
29377,Femmes II,887.,1979,CH,"29.23,2",36.0,15.030788177339902
29378,Hommes II,1088.,1982,CH,"34.40,2",33.0,12.771931864426488
29380,Hommes III,433.,1966,F,"32.02,7",49.0,13.71904955194055
29381,Hommes IV,778.,1960,F,"39.55,6",55.0,11.107796541611894
29382,Femmes II,662.,1984,CH,"27.41,3",31.0,16.028161821033816
29383,Hommes II,1500.,1983,F,"37.06,8",32.0,11.853350598899322
29385,Femmes III,1018.,1971,CH,"31.51,2",44.0,13.943259710586444
29392,Hommes III,1088.,1974,CH,"35.34,5",41.0,12.431178384495686
29393,Femmes III,975.,1975,CH,"31.03,6",40.0,14.157107874726124
29395,Hommes II,87.,1980,F,"28.26,7",35.0,15.54392047263594
29396,Hommes IV,352.,1956,F,"34.55,8",59.0,12.714277446611494
29397,Hommes II,1003.,1978,F,"34.19,1",37.0,12.850750197420373
29401,Femmes I,301.,1988,CH,"24.44,6",27.0,17.973492595925713
29402,Hommes III,164.,1968,CH,"29.56,9",47.0,14.859481213432987
29408,Hommes III,918.,1971,CH,"34.39,5",44.0,12.774531181857828
29409,Femmes I,613.,1989,CH,"26.50,0",26.0,16.580377358490566
29417,Femmes IV,149.,1961,CH,"25.38,7",54.0,17.30728325520936
29418,Hommes III,235.,1970,CH,"30.41,4",45.0,14.446636417439338
29419,Hommes III,1735.,1966,CH,"40.49,7",49.0,10.849692569819988
29421,Femmes I,---,1995,F,--------,20.0,
29422,Femmes I,779.,1987,F,"27.57,5",28.0,15.933998186763374
29423,Hommes I,416.,1993,CH,"31.33,7",22.0,14.021125187478063
29424,Femmes I,1195.,1986,F,"32.54,1",29.0,13.50235088042777
29428,Hommes IV,1021.,1965,F,"46.39,2",50.0,9.471029487842731
29431,Femmes I,793.,1987,CH,"28.01,8",28.0,15.682061531872368
29432,Femmes V,12.,1955,CH,"24.48,6",60.0,17.944131340357757
29433,Hommes III,221.,1975,CH,"30.33,6",40.0,14.483781645569621
29434,Hommes II,1065.,1980,CH,"34.35,5",35.0,12.789404744578666
29436,Hommes III,1082.,1974,CH,"35.33,0",41.0,12.436456269459384
29445,Hommes VI,53.,1939,F,"45.41,1",76.0,9.675629252824205
29447,Hommes II,1346.,1979,CH,"36.00,2",36.0,12.204321982112106
29448,Femmes II,164.,1978,CH,"23.59,3",37.0,18.623320476412495
29449,Hommes V,128.,1946,CH,"38.20,6",69.0,11.500287912893263
29452,Hommes II,---,1977,F,--------,38.0,
29453,Hommes III,1500.,1975,CH,"38.29,1",40.0,11.474759081768562
29454,Femmes I,---,1993,CH,--------,22.0,
29455,Femmes III,722.,1972,CH,"28.31,1",43.0,15.51976263643107
29458,Hommes III,1126.,1972,CH,"35.44,5",43.0,12.396106644096488
29463,Hommes V,278.,1954,CH,"44.16,7",61.0,9.948151334706909
29464,Hommes II,1792.,1983,CH,"39.32,9",32.0,11.171908769610212
29465,Hommes III,1647.,1975,CH,"39.47,8",40.0,11.129743148082476
29467,Hommes V,304.,1953,CH,"45.49,1",62.0,9.658613791739025
29470,Hommes I,---,1995,CH,--------,20.0,
29471,Femmes IV,340.,1959,CH,"28.21,5",56.0,15.5725677830941
29475,Femmes IV,372.,1962,CH,"29.02,1",53.0,15.140070983081218
29477,Femmes V,107.,1955,F,"34.56,3",60.0,12.712438156410034
29481,Hommes VI,---,1945,CH,--------,70.0,
29482,Femmes III,---,1966,CH,--------,49.0,
29483,Hommes II,338.,1979,CH,"30.36,6",36.0,14.469472436277417
29484,Femmes III,194.,1968,CH,"24.01,6",47.0,18.295303131245838
29485,Hommes III,732.,1970,CH,"33.42,9",45.0,13.143677645158395
29486,Hommes I,---,1988,CH,--------,27.0,
29488,Femmes V,77.,1949,CH,"30.21,7",66.0,14.540821391931695
29489,Hommes I,1305.,1990,F,"41.25,1",25.0,10.651378148408524
29490,Hommes I,---,1986,CH,--------,29.0,
29493,Hommes I,22.,1988,CH,"26.35,4",27.0,16.672231919253246
29495,Femmes IV,394.,1959,CH,"29.27,8",56.0,15.007172621080676
29496,Femmes II,895.,1985,CH,"29.28,6",30.0,15.003073140749844
29499,Hommes V,106.,1947,CH,"37.31,8",68.0,11.773942869392787
29500,Femmes II,6.,1980,CH,"20.03,5",35.0,21.930621412528076
29501,Femmes IV,87.,1962,CH,"24.23,7",53.0,18.128481247679172
29502,Femmes II,488.,1980,CH,"26.30,5",35.0,16.70328834822277
29504,Hommes VI,---,1943,CH,--------,72.0,
29509,Hommes III,701.,1975,CH,"33.34,4",40.0,13.17718330134357
29514,Hommes I,199.,1986,CH,"29.44,4",29.0,14.922564868903684
29515,Hommes I,1281.,1992,CH,"40.29,5",23.0,10.904082392356372
29519,Femmes II,729.,1979,F,"28.13,7",36.0,15.615737285424885
29520,Femmes III,---,1975,F,--------,40.0,
29522,Hommes IV,752.,1962,CH,"39.29,1",53.0,11.182713598534018
29524,Hommes III,1588.,1969,CH,"39.14,3",46.0,11.224995529213398
29525,Femmes IV,245.,1963,CH,"27.10,3",52.0,16.211489503007048
29527,Hommes III,157.,1966,CH,"29.48,2",49.0,14.903330845939895
29528,Hommes III,1575.,1968,F,"39.07,2",47.0,11.24539312039312
29531,Hommes III,694.,1972,CH,"33.30,1",43.0,13.19419837242125
29533,Femmes I,105.,1987,CH,"22.44,6",28.0,19.574979951884522
29534,Femmes II,896.,1983,CH,"29.28,7",32.0,15.002560863181618
29535,Femmes I,452.,1991,CH,"25.43,1",24.0,17.277338681137195
29539,Femmes III,140.,1973,F,"23.28,6",42.0,18.86884823499098
29544,Hommes I,503.,1992,CH,"32.14,8",23.0,13.667413213885778
29545,Hommes II,295.,1980,F,"30.23,2",35.0,14.533606774278912
29546,Hommes I,133.,1987,F,"28.58,7",28.0,15.369923391751497
29547,Hommes II,214.,1981,F,"29.50,2",34.0,14.893227577791336
29548,Hommes II,1212.,1985,F,"35.21,6",30.0,12.476715129486596
29550,Hommes IV,1026.,1961,CH,"47.18,1",54.0,9.312647040122084
29552,Femmes I,1110.,1986,CH,"31.15,0",29.0,14.105296950240772
29553,Hommes IV,766.,1957,CH,"39.44,0",58.0,11.140466531440163
29558,Femmes I,802.,1986,CH,"28.07,2",29.0,15.651895126816756
29559,Femmes II,61.,1983,CH,"22.20,1",32.0,19.791000405387145
29560,Escaladelite Hommes,142.,1972,CH,"25.53,0",43.0,17.210340775558166
29565,Hommes III,810.,1973,CH,"34.07,6",42.0,12.894119028054936
29566,Hommes II,183.,1979,CH,"29.30,7",36.0,14.992322653291025
29567,Hommes II,1381.,1980,CH,"36.12,9",35.0,12.161421572697835
29568,Femmes II,1155.,1980,CH,"32.56,2",35.0,13.493642896627973
29569,Hommes II,1756.,1976,F,"39.05,2",39.0,11.25115230974086
29572,Hommes I,529.,1990,F,"32.24,4",25.0,13.626721250465204
29573,Femmes II,480.,1983,F,"26.27,7",32.0,16.72108688206416
29578,Hommes III,1765.,1968,F,"41.07,6",47.0,10.696757230499562
29580,Hommes III,707.,1969,CH,"33.36,8",46.0,13.167705586190362
29583,Hommes I,538.,1986,CH,"32.26,9",29.0,13.6161641203632
29586,Escaladelite Hommes,279.,1973,F,"28.13,8",42.0,15.61518231572962
29588,Hommes II,204.,1983,F,"29.44,4",32.0,14.922564868903684
29591,Hommes I,---,1990,CH,--------,25.0,
29592,Hommes IV,600.,1957,CH,"37.34,3",58.0,11.766060573601477
29593,Hommes III,---,1970,CH,--------,45.0,
29594,Hommes III,1227.,1969,CH,"36.20,7",46.0,12.135222470792941
29596,Femmes I,---,1989,CH,--------,26.0,
29597,Femmes I,---,1994,CH,--------,21.0,
29601,Hommes II,1509.,1982,CH,"37.10,2",33.0,11.842488275564662
29603,Hommes III,698.,1966,F,"33.33,7",49.0,13.179950205477397
29604,Hommes I,1301.,1987,CH,"41.17,5",28.0,10.671038251366122
29605,Femmes II,21.,1976,CH,"21.04,3",39.0,20.880102646960985
29607,Femmes I,901.,1987,CH,"29.01,4",28.0,15.143723719583651
29610,Hommes III,438.,1971,CH,"32.05,8",44.0,13.705783267827064
29611,Femmes III,585.,1972,CH,"27.24,1",43.0,16.129363826584928
29615,Femmes I,638.,1994,CH,"26.59,9",21.0,16.518666115267493
29616,Hommes II,1312.,1979,CH,"35.50,4",36.0,12.375506985128439
29617,Hommes IV,583.,1959,F,"37.26,6",56.0,11.790371920785704
29618,Hommes II,38.,1983,F,"27.22,9",32.0,16.136472143670353
29619,Hommes I,391.,1993,CH,"31.24,5",22.0,14.062409985597697
29623,Femmes I,---,1986,CH,--------,29.0,
29624,Hommes I,1144.,1992,F,"37.38,9",23.0,11.751584690684425
29625,Hommes II,773.,1980,CH,"33.04,2",35.0,13.297621209369892
29626,Femmes II,830.,1983,F,"28.52,4",32.0,15.403870424905344
29631,Hommes I,407.,1988,CH,"31.28,6",27.0,14.043981333503805
29633,Femmes I,712.,1991,CH,"27.26,3",24.0,16.116348164178557
29634,Femmes III,431.,1971,CH,"26.19,8",44.0,16.771509275517214
29642,Hommes V,---,1955,CH,--------,60.0,
29643,Femmes III,564.,1975,F,"27.15,8",40.0,16.178658222254953
29649,Hommes IV,930.,1963,CH,"42.36,0",52.0,10.372521246458923
29650,Hommes I,752.,1987,CH,"33.53,8",28.0,13.100960104955576
29653,Hommes I,---,1987,CH,--------,28.0,
29656,Hommes III,479.,1969,CH,"32.21,0",46.0,13.641105246817759
29657,Hommes I,452.,1994,F,"31.49,5",21.0,13.950785839022068
29662,Hommes V,153.,1948,CH,"39.06,8",67.0,11.246544486536298
29668,Hommes III,1335.,1968,CH,"37.06,5",47.0,11.854309995953058
29673,Hommes III,1281.,1967,CH,"36.39,7",48.0,12.07187405555403
29674,Escaladelite Hommes,160.,1983,CH,"26.09,3",32.0,16.83899896523972
29677,Hommes III,952.,1968,CH,"34.49,4",47.0,12.737867455209603
29678,Hommes I,1348.,1992,CH,"43.20,5",23.0,10.169656289781276
29682,Femmes II,---,1980,CH,--------,35.0,
29683,Femmes I,139.,1989,CH,"23.12,4",26.0,19.001037882719256
29686,Hommes II,417.,1979,CH,"31.08,2",36.0,14.136155974519015
29690,Hommes II,271.,1985,CH,"30.14,8",30.0,14.574101101233914
29698,Hommes II,1717.,1979,CH,"38.43,1",36.0,11.432957768468166
29702,Hommes II,1107.,1981,F,"34.47,8",34.0,12.74377864145252
29704,Femmes III,119.,1969,CH,"23.13,7",46.0,18.99036175822276
29705,Hommes II,818.,1978,F,"33.15,7",37.0,13.251500437313391
29709,Femmes II,840.,1978,CH,"28.55,8",37.0,15.385531199663843
29711,Hommes II,---,1984,CH,--------,31.0,
29712,Femmes I,684.,1988,CH,"27.15,2",27.0,16.18223335297584
29715,Femmes I,---,1990,CH,--------,25.0,
29716,Femmes III,80.,1968,CH,"22.26,9",47.0,19.73056715613634
29718,Femmes III,25.,1974,CH,"20.53,8",41.0,21.393514460999125
29719,Femmes II,---,1980,CH,--------,35.0,
29721,Hommes II,1195.,1983,CH,"35.16,0",32.0,12.496587030716725
29724,Hommes III,25.,1968,CH,"26.58,2",47.0,16.529230306222257
29728,Hommes II,185.,1976,F,"29.32,0",39.0,14.985675306957708
29730,Femmes III,228.,1972,CH,"24.23,1",43.0,18.13297016218893
29731,Hommes III,---,1969,CH,--------,46.0,
29732,Femmes I,1004.,1989,CH,"30.01,5",26.0,14.638680659670166
29735,Femmes IV,213.,1956,CH,"26.39,3",59.0,16.64759595347251
29738,Femmes II,1062.,1981,CH,"31.17,1",34.0,14.095794167655834
29739,Femmes II,1030.,1981,CH,"30.51,8",34.0,14.397404810275903
29740,Femmes II,576.,1981,CH,"27.08,2",34.0,16.224060261428257
29742,Hommes III,1612.,1975,F,"39.23,6",40.0,11.198389234376593
29744,Hommes IV,1020.,1956,CH,"46.38,1",59.0,9.473275694788816
29748,Hommes II,202.,1979,F,"29.42,4",36.0,14.932707993474715
29749,Hommes V,257.,1949,CH,"43.00,8",66.0,10.216238839285714
29750,Femmes IV,469.,1963,CH,"31.41,0",52.0,13.988538681948425
29755,Hommes III,181.,1974,CH,"30.08,0",41.0,14.607047872340427
29757,Femmes II,---,1976,CH,--------,39.0,
29760,Femmes II,---,1982,CH,--------,33.0,
29762,Hommes III,1070.,1967,CH,"35.28,9",48.0,12.450905381280284
29763,Hommes II,1147.,1980,CH,"35.04,7",35.0,12.536879048135363
29764,Hommes II,1802.,1977,CH,"39.43,1",38.0,11.143009307397735
29765,Hommes II,1018.,1982,CH,"34.23,3",33.0,12.834983787573396
29766,Escaladelite Hommes,302.,1990,CH,"28.36,1",25.0,15.492401537322381
29767,Escaladelite Hommes,123.,1979,CH,"25.28,8",36.0,17.375039544447958
29768,Femmes II,1211.,1982,F,"34.41,4",33.0,12.767478351833557
29778,Hommes III,1922.,1972,CH,"45.13,2",43.0,9.735442701409202
29779,Hommes III,1795.,1973,CH,"41.30,3",42.0,10.637968186330292
29780,Hommes II,419.,1978,CH,"31.10,8",37.0,14.124341005529125
29782,Hommes III,663.,1970,CH,"33.22,6",45.0,13.223981219526877
29788,Femmes I,128.,1988,CH,"23.00,1",27.0,19.102647710969087
29793,Femmes III,309.,1972,CH,"25.07,4",43.0,17.52333094041637
29796,Hommes IV,761.,1965,CH,"39.40,9",50.0,11.149229871349185
29797,Hommes I,173.,1991,CH,"29.25,9",24.0,15.016917871424178
29799,Escaladelite Hommes,231.,1975,CH,"27.36,8",40.0,16.054516223326512
29802,Hommes III,510.,1968,CH,"32.31,5",47.0,13.596781680334212
29804,Hommes IV,255.,1960,CH,"33.47,0",55.0,13.127576934568271
