,1ère boucle,2ème boucle,3ème boucle,nom,temps net
32,"     7.31,3 ","     7.54,4 ","     7.50,1 ",Moutardier Alois,"     23.11,0 "
33,"     7.18,4 ","     8.03,4 ","     7.57,6 ",Hochstrasser Jan,"     23.15,5 "
34,"     7.19,2 ","     8.13,0 ","     7.50,9 ",Chihaoui Ridha,"     23.19,4 "
35,"     7.11,6 ","     8.10,6 ","     8.05,2 ",Lyon Julien,"     23.23,3 "
36,"     7.30,1 ","     8.06,9 ","     7.51,6 ",Schaller Laurent,"     23.23,9 "
37,"     7.19,5 ","     8.20,5 ","     7.58,9 ",Michaux Adrien,"     23.34,0 "
38,"     7.43,8 ","     8.10,5 ","     7.45,3 ",Fleury Pascal,"     23.35,5 "
39,"     7.26,2 ","     8.13,6 ","     8.00,9 ",Fournel Laurent,"     23.36,8 "
40,"     7.18,5 ","     8.31,8 ","     7.59,0 ",Mouzoun Houssine,"     23.45,6 "
41,"     7.31,5 ","     8.21,2 ","     7.57,3 ",Costoncelli Gabriele,"     23.45,1 "
42,"     7.46,2 ","     8.15,6 ","     7.48,7 ",Mc Laren Alain,"     23.45,9 "
43,"     7.31,9 ","     8.19,9 ","     8.00,4 ",Jeanmaire Yannick,"     23.48,1 "
44,"     7.44,1 ","     8.16,9 ","     8.01,5 ",Marti Lukas,"     23.55,3 "
45,"     7.46,9 ","     8.18,1 ","     7.57,7 ",Robert Josua,"     23.57,5 "
46,"     7.42,8 ","     8.18,5 ","     8.02,8 ",Rollier Baptiste,"     23.59,5 "
47,"     7.45,1 ","     8.21,0 ","     7.58,4 ",Chatkin Dmitry,"     24.00,9 "
48,"     7.49,5 ","     8.17,9 ","     7.59,5 ",Brodard Daniel,"     24.02,7 "
49,"     7.37,0 ","     8.25,9 ","     8.09,4 ",Graham-Brown Charlie,"     24.07,6 "
50,"     7.47,8 ","     8.24,0 ","     8.07,3 ",Kleiner Nathaniel,"     24.15,0 "
51,"     7.46,5 ","     8.25,0 ","     8.07,9 ",Bonjour Allan,"     24.14,5 "
52,"     7.46,9 ","     8.23,4 ","     8.10,2 ",Leitào Miguel,"     24.16,1 "
53,"     7.48,4 ","     8.21,8 ","     8.12,5 ",Willems Clete,"     24.18,3 "
54,"     7.49,6 ","     8.20,7 ","     8.14,1 ",Bontaz Christophe,"     24.20,0 "
55,"     7.40,5 ","     8.41,0 ","     8.07,2 ",Ghammit Abdelghani,"     24.24,8 "
56,"     7.43,7 ","     8.27,3 ","     8.20,9 ",Moulin Xavier,"     24.27,6 "
57,"     7.39,7 ","     8.31,3 ","     8.22,2 ",Itim Simon,"     24.28,7 "
58,"     8.04,8 ","     8.28,6 ","     8.06,4 ",Wuarchoz Damien,"     24.28,8 "
59,"     7.56,1 ","     8.28,2 ","     8.17,1 ",Tireford Sylvain,"     24.37,3 "
60,"     7.47,6 ","     8.24,7 ","     8.29,2 ",Tremblet Stephane,"     24.36,8 "
61,"     7.50,2 ","     8.34,7 ","     8.17,4 ",Maret Edouard,"     24.37,3 "
62,"     7.56,3 ","     8.28,8 ","     8.17,4 ",Mahrer Rudolf,"     24.37,5 "
63,"     7.52,4 ","     8.36,3 ","     8.19,8 ",Fischer Michaël,"     24.44,8 "
64,"     7.49,8 ","     8.37,3 ","     8.22,8 ",Cormoreche Francois,"     24.44,9 "
65,"     8.10,1 ","     8.28,7 ","     8.11,7 ",Rérat Jacques,"     24.44,6 "
66,"     8.03,1 ","     8.30,8 ","     8.21,1 ",Dard Philippe,"     24.50,3 "
67,"     8.16,3 ","     8.35,2 ","     8.09,9 ",Guida Enzo,"     24.56,1 "
68,"     8.04,1 ","     8.40,0 ","     8.18,4 ",Fischer Philipp,"     24.53,5 "
69,"     8.02,6 ","     8.43,0 ","     8.17,4 ",Kostro Thomas,"     24.56,9 "
70,"     8.08,1 ","     8.39,4 ","     8.17,5 ",Pavy Fabien,"     24.58,2 "
71,"     8.10,2 ","     8.40,9 ","     8.15,0 ",Gillieron Christophe,"     25.01,3 "
72,"     7.54,4 ","     8.45,0 ","     8.27,1 ",Gantenbein Julien,"     25.01,7 "
73,"     7.55,9 ","     8.48,5 ","     8.22,3 ",Dutoit Thierry,"     25.02,4 "
74,"     7.59,6 ","     8.45,2 ","     8.24,1 ",Couto Nuno,"     25.04,3 "
75,"     8.05,7 ","     8.46,7 ","     8.18,6 ",Reguera Hector,"     25.06,6 "
76,"     7.52,6 ","     8.51,1 ","     8.29,6 ",Girod Christophe,"     25.08,7 "
77,"     8.11,9 ","     8.42,7 ","     8.20,2 ",Vuagnoux Bruno,"     25.09,6 "
78,"     8.18,4 ","     8.38,0 ","     8.18,9 ",Bulliard Nicolas,"     25.08,9 "
79,"     8.12,1 ","     8.37,8 ","     8.26,6 ",Wyss Colin,"     25.09,4 "
80,"     8.05,9 ","     8.38,7 ","     8.33,6 ",Golay Guillaume,"     25.09,6 "
81,"     8.16,5 ","     8.43,4 ","     8.20,3 ",Hebda Phil,"     25.14,5 "
82,"     8.04,7 ","     8.49,1 ","     8.28,2 ",Wolf Fabien,"     25.15,1 "
83,"     7.55,9 ","     9.02,4 ","     8.26,4 ",Cibotto Florian,"     25.20,2 "
84,"     8.17,5 ","     8.35,1 ","     8.33,0 ",Gallinari Daniel,"     25.20,6 "
85,"     8.45,8 ","     8.36,8 ","     8.05,5 ",Garin Maxence,"     25.15,3 "
86,"     8.07,6 ","     8.44,7 ","     8.35,8 ",Pedroni Andrea,"     25.22,9 "
87,"     8.05,1 ","     8.47,1 ","     8.36,6 ",Schenevey Gilles,"     25.23,4 "
88,"     8.26,4 ","     8.42,1 ","     8.21,8 ",Knecht David,"     25.19,3 "
89,"     8.21,6 ","     8.48,0 ","     8.23,8 ",Klouch Rédha,"     25.29,0 "
90,"     8.23,4 ","     8.40,0 ","     8.30,7 ",Bosset Jérôme,"     25.26,8 "
91,"     7.58,7 ","     8.57,5 ","     8.50,7 ",Boehler Michaël,"     25.42,3 "
92,"     8.16,7 ","     8.51,0 ","     8.41,6 ",Luthy Benoît,"     25.45,4 "
93,"     8.17,1 ","     8.55,0 ","     8.37,2 ",Piccand Marc,"     25.43,7 "
94,"     8.14,3 ","     8.53,6 ","     8.42,5 ",Doebert Steffen,"     25.44,5 "
95,"     8.33,2 ","     8.52,3 ","     8.25,7 ",Roux Deve,"     25.44,6 "
96,"     7.34,9 ","     9.16,4 ","     9.00,2 ",Adam Romain,"     25.47,5 "
97,"     8.20,9 ","     8.47,3 ","     8.43,8 ",Grandjean Gregory,"     25.41,5 "
98,"     8.07,0 ","     9.02,5 ","     8.43,8 ",Salamun Julien,"     25.49,0 "
99,"     8.02,9 ","     8.59,7 ","     8.53,4 ",Austin Julian,"     25.45,3 "
100,"     8.39,3 ","     8.55,5 ","     8.25,0 ",Charvet Igor,"     25.54,4 "
101,"     8.21,6 ","     9.06,2 ","     8.35,9 ",Zufferey Valentin,"     25.56,8 "
102,"     8.30,5 ","     8.51,8 ","     8.43,4 ",Salaun Bastien,"     25.55,7 "
103,"     8.27,7 ","     9.00,6 ","     8.39,4 ",Blanc Stéphane,"     26.02,0 "
104,"     8.13,9 ","     9.07,7 ","     8.46,7 ",S'Hyek Alain,"     26.02,6 "
105,"     8.20,6 ","     9.04,1 ","     8.44,6 ",Chalot Julien,"     26.03,5 "
106,"     8.22,8 ","     9.05,4 ","     8.44,2 ",Schnyder Yann,"     26.05,9 "
107,"     8.24,4 ","     8.56,8 ","     8.51,4 ",Boillon Bénédict,"     26.05,0 "
108,"     8.30,1 ","     9.02,5 ","     8.41,2 ",Meier Joel,"     26.08,9 "
109,"     8.25,0 ","     9.04,2 ","     8.49,1 ",Gattone Sylvain,"     26.11,9 "
110,"     8.29,8 ","     9.06,6 ","     8.42,5 ",Gonzalez Sebastien,"     26.12,2 "
111,"     8.23,0 ","     9.07,4 ","     8.49,4 ",Perrin Nicolas,"     26.13,7 "
112,"     8.22,8 ","     9.12,2 ","     8.45,6 ",Pastre Benjamin,"     26.15,2 "
113,"     8.23,5 ","     9.12,4 ","     8.46,4 ",Varé Lionel,"     26.15,2 "
114,"     8.16,6 ","     9.09,8 ","     8.56,7 ",Delisle Julien,"     26.14,2 "
115,"     8.27,6 ","     9.08,7 ","     8.48,4 ",Chevrier Philippe,"     26.18,4 "
116,"     8.24,6 ","     9.04,0 ","     8.57,0 ",Zbinden Martin,"     26.17,3 "
117,"     8.26,9 ","     9.13,0 ","     8.46,9 ",March Stephen,"     26.20,8 "
118,"     8.23,8 ","     9.07,7 ","     8.56,1 ",Gousman Weideren,"     26.22,9 "
119,"     8.32,1 ","     8.59,2 ","     8.56,3 ",Martin Pascal,"     26.21,4 "
120,"     8.29,8 ","     9.05,1 ","     8.52,8 ",Kremmer François,"     26.21,8 "
121,"     8.36,5 ","     9.02,5 ","     8.48,8 ",Degrada Xavier,"     26.18,8 "
122,"     8.33,2 ","     9.07,5 ","     8.48,2 ",Bringard Aurélien,"     26.20,8 "
123,"     8.26,1 ","     9.10,4 ","     8.52,5 ",Mira De Orduna Ramon,"     26.24,4 "
124,"     8.31,8 ","     9.09,2 ","     8.50,2 ",Grieb Grégory,"     26.24,0 "
125,"     8.16,5 ","     9.18,8 ","     8.56,0 ",Marchese Giuseppe,"     26.25,9 "
126,"     8.29,5 ","     9.08,7 ","     8.54,1 ",Thiémard Marc,"     26.25,8 "
127,"     8.44,4 ","     9.03,4 ","     8.44,7 ",Michaud Benoit,"     26.25,4 "
128,"     8.26,0 ","     9.09,6 ","     8.58,5 ",Lüscher Patrick,"     26.26,0 "
129,"     8.18,3 ","     9.20,1 ","     8.57,0 ",Beuret Philippe,"     26.31,0 "
130,"     8.42,6 ","     9.07,1 ","     8.49,2 ",Vesterinen Mika,"     26.32,8 "
131,"     8.27,0 ","     9.12,7 ","     8.59,3 ",Moutinho Vitor,"     26.31,6 "
132,"     8.34,1 ","     9.10,7 ","     8.54,8 ",Dunand Jean-Marc,"     26.33,0 "
133,"     8.16,1 ","     9.24,1 ","     9.01,4 ",Delachenal Cédric,"     26.36,4 "
134,"     8.22,4 ","     9.11,5 ","     9.09,5 ",Hug Sébastien,"     26.35,8 "
135,"     8.21,9 ","     9.17,7 ","     9.04,8 ",Sermet Cédric,"     26.39,5 "
136,"     8.32,1 ","     9.12,6 ","     9.00,1 ",Riser Vincent,"     26.40,2 "
137,"     8.09,1 ","     9.26,3 ","     9.11,7 ",Rodriguez Ugo,"     26.41,7 "
138,"     8.51,7 ","     9.03,7 ","     8.52,2 ",Dorsaz Stéphane,"     26.39,2 "
139,"     8.31,8 ","     9.05,8 ","     9.10,8 ",Grandjanny Damien,"     26.40,8 "
140,"     8.24,5 ","     9.29,1 ","     8.56,7 ",Kramer Sylvain,"     26.45,2 "
141,"     8.39,3 ","     9.16,3 ","     8.55,0 ",Frauenfelder Raoul,"     26.43,9 "
142,"     8.58,8 ","     9.04,7 ","     8.47,4 ",Cingria Jean,"     26.41,0 "
143,"     8.41,2 ","     9.16,4 ","     8.55,4 ",Fages Jean-Philippe,"     26.46,0 "
144,"     8.28,8 ","     9.26,3 ","     8.58,1 ",Pinto Ricardo,"     26.49,0 "
145,"     8.30,1 ","     9.21,8 ","     9.06,4 ",Mcconville Ian,"     26.51,6 "
146,"     8.36,4 ","     9.14,7 ","     9.07,3 ",Roduit Cédric,"     26.52,1 "
147,"     8.45,9 ","     9.19,3 ","     8.53,3 ",Metral Nicolas,"     26.53,3 "
148,"     8.39,6 ","     9.11,3 ","     9.09,6 ",Overney Thierry,"     26.54,4 "
149,"     8.16,3 ","     9.34,2 ","     9.10,3 ",Duperrut Christopher,"     26.54,5 "
150,"     8.53,9 ","     9.15,6 ","     8.54,1 ",Theubet Philippe,"     26.57,2 "
151,"     8.46,6 ","     9.18,7 ","     8.58,4 ",Pirinoli Cédric,"     26.56,1 "
152,"     8.37,7 ","     9.16,7 ","     9.09,4 ",Velletri Giuseppe,"     26.56,8 "
153,"     8.41,6 ","     9.23,6 ","     8.59,0 ",Kolly Eric,"     26.58,8 "
154,"     8.39,5 ","     9.24,3 ","     9.01,2 ",Ferrer Gustavo,"     26.57,0 "
155,"     8.50,0 ","     9.16,5 ","     8.58,6 ",Maquaire Yohann,"     26.56,2 "
156,"     8.55,8 ","     9.14,8 ","     8.55,2 ",Perez Raoul,"     26.59,1 "
157,"     8.50,8 ","     9.17,8 ","     8.59,7 ",Dumauthioz Eric,"     27.01,5 "
158,"     8.36,0 ","     9.28,0 ","     9.05,0 ",Bartolini Alain,"     27.04,4 "
159,"     8.51,1 ","     9.20,0 ","     8.58,4 ",Battistel Fabrice,"     27.02,3 "
160,"     8.58,1 ","     9.12,0 ","     9.01,4 ",Eugster Olivier,"     27.00,6 "
161,"     8.49,6 ","     9.21,8 ","     9.00,5 ",Barriere Olivier,"     27.05,0 "
162,"     8.39,2 ","     9.22,5 ","     9.10,3 ",Mayer Timothy,"     27.03,4 "
163,"     8.33,5 ","     9.32,1 ","     9.08,9 ",Monnerat Christophe,"     27.09,0 "
164,"     8.59,1 ","     9.27,6 ","     8.51,6 ",Schindfessel Yves,"     27.11,3 "
165,"     9.14,0 ","     9.18,1 ","     8.46,7 ",Jourden Stephane,"     27.08,0 "
166,"     8.35,4 ","     9.27,3 ","     9.19,4 ",Vanlerberghe Pierre,"     27.16,3 "
167,"     8.40,2 ","     9.29,4 ","     9.13,5 ",Schneider Vincent,"     27.12,9 "
168,"     8.41,9 ","     9.16,0 ","     9.27,7 ",Urio Loïc,"     27.15,1 "
169,"     8.30,7 ","     9.34,9 ","     9.20,1 ",Bosson Benoit,"     27.17,8 "
170,"     8.25,9 ","     9.12,2 ","     9.48,2 ",Gallinari Luca,"     27.21,3 "
171,"     8.59,1 ","     9.17,4 ","     9.10,2 ",Bonfils Jean-François,"     27.16,3 "
172,"     8.25,7 ","     9.28,2 ","     9.33,2 ",Aubry Jean-Michel,"     27.22,6 "
173,"     9.09,4 ","     9.21,9 ","     8.58,0 ",Husser Joris,"     27.19,9 "
174,"     8.35,9 ","     9.32,1 ","     9.21,3 ",Strauss Lionel,"     27.23,6 "
175,"     8.58,6 ","     9.20,7 ","     9.10,3 ",Macquart Olivier,"     27.21,6 "
176,"     9.09,4 ","     9.26,5 ","     8.54,8 ",Ginnetti Justin,"     27.19,4 "
177,"     9.00,5 ","     9.26,1 ","     9.04,4 ",Vilallonga Francois,"     27.20,5 "
178,"     8.39,0 ","     9.35,9 ","     9.16,9 ",Lavanchy Christophe,"     27.25,1 "
179,"     9.00,0 ","     9.26,7 ","     9.05,2 ",Salzgeber Daniel,"     27.21,8 "
180,"     8.55,2 ","     9.21,4 ","     9.15,4 ",Wilhelm Christophe,"     27.24,1 "
181,"     8.55,9 ","     9.22,1 ","     9.14,4 ",Bachmann Olivier,"     27.23,7 "
182,"     8.58,7 ","     9.28,7 ","     9.05,5 ",Huard Jerome,"     27.23,7 "
183,"     9.01,0 ","     9.24,7 ","     9.08,1 ",Mathieu Didier,"     27.23,5 "
184,"     8.53,3 ","     9.31,6 ","     9.09,7 ",Borloz Patrick,"     27.24,5 "
185,"     8.48,6 ","     9.37,1 ","     9.09,6 ",Moreau Bertrand,"     27.28,8 "
186,"     8.59,6 ","     9.25,5 ","     9.11,5 ",Hurtado Victor,"     27.27,1 "
187,"     9.07,5 ","     9.25,3 ","     9.04,4 ",Duprez Alexandre,"     27.27,4 "
188,"     9.12,4 ","     9.24,6 ","     9.00,2 ",Fischer Georg,"     27.28,8 "
189,"     8.42,2 ","     9.27,5 ","     9.28,4 ",Bertuzzi Vincent,"     27.32,7 "
190,"     8.38,8 ","     9.36,9 ","     9.25,9 ",Fernandes Dias Paulo Césa,"     27.34,9 "
191,"     8.57,5 ","     9.29,3 ","     9.15,2 ",Couturier Olivier,"     27.30,5 "
192,"     8.59,8 ","     9.27,3 ","     9.15,3 ",Gaudard Adrien,"     27.34,0 "
193,"     8.50,6 ","     9.44,1 ","     9.09,8 ",Tahiri Malik,"     27.38,8 "
194,"     9.16,7 ","     9.29,2 ","     9.02,9 ",Geinoz Nicolas,"     27.38,2 "
195,"     8.30,4 ","    10.05,7 ","     9.13,5 ",Belgy Yoan,"     27.44,7 "
196,"     8.49,8 ","     9.41,6 ","     9.19,1 ",Denis Olivier,"     27.43,1 "
197,"     9.01,0 ","     9.35,4 ","     9.14,1 ",Ruffel Antoine,"     27.42,6 "
198,"     9.07,8 ","     9.34,4 ","     9.08,6 ",Hutubessy Raymond,"     27.40,6 "
199,"     8.49,5 ","     9.30,1 ","     9.31,9 ",Rondags Daniel,"     27.42,8 "
200,"     8.47,7 ","     9.43,1 ","     9.20,9 ",Laatiki Ali,"     27.45,8 "
201,"     8.48,0 ","     9.43,2 ","     9.20,5 ",Sekkaï Karim,"     27.45,5 "
202,"     8.47,8 ","     9.40,6 ","     9.24,2 ",Racasan Remus,"     27.47,8 "
203,"     8.58,6 ","     9.36,2 ","     9.18,5 ",Gaille Fabrice,"     27.43,8 "
204,"     8.58,0 ","     9.39,7 ","     9.15,9 ",De Terwangne Didier,"     27.45,5 "
205,"     8.52,2 ","     9.36,2 ","     9.26,7 ",Blakley Matthew,"     27.45,9 "
206,"     8.52,2 ","     9.43,2 ","     9.22,0 ",Roux Nicolas,"     27.49,8 "
207,"     9.12,9 ","     9.38,6 ","     9.07,1 ",David Frédéric,"     27.48,1 "
208,"     9.08,1 ","     9.35,3 ","     9.15,4 ",Boillat Sylvain,"     27.46,5 "
209,"     8.53,3 ","     9.48,9 ","     9.17,3 ",Payen Charles-Edouard,"     27.49,4 "
210,"     8.49,3 ","     9.45,2 ","     9.25,4 ",Corral Jose,"     27.52,8 "
211,"     9.03,8 ","     9.36,8 ","     9.19,8 ",Gotteland Jean-Luc,"     27.55,3 "
212,"     9.07,6 ","     9.41,1 ","     9.13,4 ",Hafid Khaled,"     27.52,8 "
213,"     8.54,8 ","     9.43,0 ","     9.24,9 ",Guirao Jean Michel,"     27.57,4 "
214,"     8.57,6 ","     9.37,0 ","     9.30,0 ",Mermier-Billet Mickael,"     27.53,5 "
215,"     9.10,0 ","     9.36,7 ","     9.17,9 ",Wagner-Meige Udo,"     27.55,2 "
216,"     9.07,2 ","     9.36,1 ","     9.21,6 ",Urfer Jean-Marie,"     27.52,3 "
217,"     9.04,8 ","     9.39,5 ","     9.21,6 ",Carosi Arcangeli Egidio,"     27.56,1 "
218,"     8.46,2 ","     9.30,0 ","     9.49,9 ",Rod Patrick,"     28.00,4 "
219,"     9.12,0 ","     9.34,2 ","     9.20,2 ",Simoncini Matteo,"     27.53,0 "
220,"     8.45,6 ","     9.43,5 ","     9.37,6 ",Meunier Jérémy,"     28.00,6 "
221,"     9.05,1 ","     9.40,2 ","     9.21,6 ",Lyon Stéphane,"     28.00,7 "
222,"     8.52,1 ","     9.45,5 ","     9.29,4 ",Ramseier Alexandre,"     27.57,5 "
223,"     9.14,8 ","     9.39,6 ","     9.13,4 ",Birlouez Dimitri,"     27.56,1 "
224,"     9.12,9 ","     9.38,6 ","     9.16,7 ",Dumalle Florian,"     28.01,9 "
225,"     9.07,3 ","     9.38,2 ","     9.24,3 ",Thibaud Jérôme,"     27.59,9 "
226,"     9.06,6 ","     9.41,3 ","     9.22,2 ",Brossard Kévin,"     28.03,8 "
227,"     9.18,8 ","     9.37,3 ","     9.14,7 ",Cornet Hervé,"     28.00,4 "
228,"     8.58,6 ","     9.50,0 ","     9.25,1 ",Pellaux Alexandre,"     28.07,0 "
229,"     9.14,1 ","     9.35,0 ","     9.24,6 ",Widmer Bernard,"     28.05,4 "
230,"     8.59,2 ","     9.45,8 ","     9.29,6 ",Payot Thomas,"     28.07,3 "
231,"     9.13,6 ","     9.38,7 ","     9.22,9 ",Chatelain Frédéric,"     28.08,2 "
232,"     9.08,9 ","     9.47,0 ","     9.20,4 ",Piatti Nicolas,"     28.04,2 "
233,"     8.58,3 ","     9.41,5 ","     9.37,0 ",Ruel Ludovic,"     28.08,3 "
234,"     9.04,2 ","     9.46,5 ","     9.26,9 ",Hirtz Christian,"     28.10,1 "
235,"     9.04,3 ","     9.39,2 ","     9.35,7 ",Brun Jean-Philippe,"     28.06,0 "
236,"     9.13,1 ","     9.45,3 ","     9.21,8 ",Chevalley Marc,"     28.09,3 "
237,"     8.55,3 ","     9.46,7 ","     9.38,3 ",Murphy Paul,"     28.13,1 "
238,"     9.17,9 ","     9.41,8 ","     9.21,4 ",Flatres Damien,"     28.11,0 "
239,"     9.13,1 ","     9.49,6 ","     9.18,6 ",Decurninge Xavier,"     28.12,5 "
240,"     8.38,1 ","     9.50,4 ","     9.52,9 ",Lorenzi Luca,"     28.16,5 "
241,"     9.15,4 ","     9.41,9 ","     9.25,2 ",Frey Max-André,"     28.12,5 "
242,"     9.21,9 ","     9.47,8 ","     9.13,0 ",Kopp Jérôme,"     28.11,5 "
243,"     9.17,2 ","     9.41,3 ","     9.24,4 ",Marazita Pino,"     28.10,6 "
244,"     9.00,3 ","     9.39,4 ","     9.43,2 ",Rizzo Francesco,"     28.13,1 "
245,"     9.07,9 ","     9.50,8 ","     9.25,0 ",Rizzi Julien,"     28.15,8 "
246,"     8.48,5 ","     9.57,4 ","     9.38,3 ",Forgerit Benoit,"     28.18,5 "
247,"     9.03,3 ","     9.57,8 ","     9.24,7 ",Vaucher Dimitri,"     28.16,4 "
248,"     9.27,5 ","     9.43,5 ","     9.14,9 ",Esgueva Javier,"     28.12,9 "
249,"     9.03,5 ","     9.53,2 ","     9.29,7 ",Bourlon Olivier,"     28.20,5 "
250,"     8.42,3 ","    10.05,5 ","     9.39,5 ",Ulrich Baptiste,"     28.22,4 "
251,"     9.12,7 ","     9.44,6 ","     9.30,8 ",Nagai Koichi,"     28.18,1 "
252,"     8.29,9 ","     9.58,5 ","     9.59,8 ",Funcasta Eric,"     28.11,0 "
253,"     9.08,8 ","     9.47,0 ","     9.32,9 ",Penzo Claudio,"     28.18,0 "
254,"     9.04,2 ","     9.49,3 ","     9.35,9 ",Bourgeat Laurent,"     28.22,3 "
255,"     9.25,5 ","     9.47,8 ","     9.18,1 ",Poncet Thierry,"     28.21,1 "
256,"     9.02,6 ","     9.57,0 ","     9.32,7 ",Filgueiras Miguel,"     28.25,2 "
257,"     9.13,2 ","     9.47,8 ","     9.32,4 ",Yon Philippe,"     28.26,8 "
258,"     9.15,8 ","     9.46,2 ","     9.31,7 ",Marchand Jérôme,"     28.26,0 "
259,"     9.02,7 ","     9.53,3 ","     9.38,7 ",Dechevrens Alain,"     28.25,5 "
260,"     9.28,6 ","     9.38,5 ","     9.29,1 ",Marquet Xavier,"     28.22,4 "
261,"     9.17,8 ","     9.45,2 ","     9.33,2 ",Passardi Filippo,"     28.24,3 "
262,"     9.06,9 ","     9.50,6 ","     9.40,8 ",Monin Francois,"     28.26,5 "
263,"     9.08,2 ","     9.46,1 ","     9.44,4 ",Bouillot Thomas,"     28.26,9 "
264,"     9.09,5 ","     9.52,2 ","     9.37,1 ",Blanc Fabien,"     28.29,5 "
265,"     9.06,6 ","     9.41,2 ","     9.52,2 ",Carloz Didier,"     28.33,3 "
266,"     8.46,0 ","     9.54,1 ","    10.01,7 ",Mwansa Martin,"     28.37,0 "
267,"     9.06,4 ","     9.57,8 ","     9.38,0 ",Silva Coelho Corvo Nuno J,"     28.30,6 "
268,"     9.30,3 ","     9.52,8 ","     9.19,7 ",Bryden Alan,"     28.31,6 "
269,"     8.57,3 ","     9.59,6 ","     9.45,9 ",Glaus René,"     28.34,1 "
270,"     9.10,7 ","    10.00,1 ","     9.36,5 ",Piegay Vincent,"     28.36,5 "
271,"     9.06,0 ","    10.01,7 ","     9.39,8 ",Fillettaz Jérome,"     28.40,2 "
272,"     9.29,1 ","     9.59,9 ","     9.19,4 ",Miescher Niculin,"     28.34,7 "
273,"     9.05,7 ","     9.53,1 ","     9.49,9 ",Scheidegger Sebastien,"     28.40,8 "
274,"     9.02,8 ","    10.11,3 ","     9.35,2 ",Folliet Claude,"     28.43,4 "
275,"     9.15,1 ","     9.51,1 ","     9.43,7 ",Teyssier Jeremie,"     28.37,8 "
276,"     9.01,7 ","    10.03,6 ","     9.45,4 ",De Vries Reilingh Daniel,"     28.44,6 "
277,"     9.34,8 ","     9.48,4 ","     9.27,5 ",Detzel Patrick,"     28.38,3 "
278,"     9.14,3 ","     9.57,0 ","     9.40,0 ",Baertschiger Thierry,"     28.43,5 "
279,"     9.24,8 ","     9.51,8 ","     9.34,8 ",Rollinson Philip,"     28.39,8 "
