,1ère boucle,2ème boucle,3ème boucle,nom,temps net
26,"     7.17,0 ","     7.57,3 ","     7.35,1 ",Timashov Volodymyr,"     22.48,1 "
27,"     7.30,1 ","     7.56,1 ","     7.23,7 ",Quaresma Miguel,"     22.48,9 "
28,"     7.16,4 ","     7.56,0 ","     7.45,5 ",Kiday Abdou,"     22.57,7 "
29,"     7.17,8 ","     8.04,2 ","     7.36,8 ",Ghammit Abdelghani,"     22.56,8 "
30,"     7.12,5 ","     8.03,5 ","     7.43,9 ",Fournier Pierre,"     22.58,8 "
31,"     7.17,8 ","     8.04,1 ","     7.45,2 ",Chauvet Pierre,"     23.04,6 "
32,"     7.24,1 ","     8.02,3 ","     7.42,5 ",Brunet Sullivan,"     23.07,1 "
33,"     7.18,5 ","     8.03,2 ","     7.51,0 ",Gillet Alain,"     23.10,2 "
34,"     7.19,8 ","     7.55,8 ","     7.58,3 ",Morwood Joe,"     23.10,4 "
35,"     7.14,6 ","     8.03,2 ","     8.05,9 ",Adam Guillaume,"     23.23,0 "
36,"     7.35,7 ","     8.01,6 ","     7.49,2 ",Costoncelli Gabriele,"     23.23,1 "
37,"     7.21,3 ","     8.23,6 ","     7.48,8 ",Garin Maxence,"     23.31,5 "
38,"     7.37,6 ","     8.07,6 ","     7.50,2 ",Staehli Stephen,"     23.33,0 "
39,"     7.39,4 ","     8.04,4 ","     7.54,6 ",Goineau Volker,"     23.35,7 "
40,"     7.31,0 ","     8.11,4 ","     7.58,8 ",Rollier Baptiste,"     23.37,9 "
41,"     7.43,3 ","     8.13,1 ","     7.54,6 ",De Paoli Julien,"     23.45,4 "
42,"     7.43,3 ","     8.13,2 ","     7.55,6 ",Betrisey Yvan,"     23.48,4 "
43,"     7.37,2 ","     8.14,7 ","     8.01,1 ",Paumier Stany,"     23.50,6 "
44,"     7.37,6 ","     8.19,3 ","     8.02,8 ",Wyss Gregory,"     23.57,7 "
45,"     7.45,8 ","     8.16,3 ","     8.00,5 ",Hartmann Nicolas,"     23.57,0 "
46,"     7.46,7 ","     8.12,2 ","     8.03,9 ",Martyn Thomas,"     23.57,4 "
47,"     7.47,2 ","     8.15,0 ","     8.01,8 ",Chabard Christophe,"     24.00,6 "
48,"     7.47,0 ","     8.19,8 ","     8.05,3 ",Cicero Christophe,"     24.08,7 "
49,"     7.32,8 ","     8.38,4 ","     8.03,9 ",Pinto Luis,"     24.12,6 "
50,"     7.51,9 ","     8.22,6 ","     8.01,1 ",Brodard Daniel,"     24.13,0 "
51,"     7.38,0 ","     8.20,9 ","     8.17,3 ",Moulin Xavier,"     24.13,4 "
52,"     7.45,9 ","     8.22,5 ","     8.12,5 ",Guida Enzo,"     24.17,4 "
53,"     7.50,7 ","     8.28,0 ","     8.02,4 ",Sivakumaran Arjuna,"     24.16,3 "
54,"     7.48,7 ","     8.27,7 ","     8.08,4 ",Saugy Sébastien,"     24.22,6 "
55,"     7.45,3 ","     8.32,1 ","     8.08,0 ",Frossard Pierre Alain,"     24.24,0 "
56,"     7.47,1 ","     8.29,5 ","     8.09,8 ",Jemli Fedi,"     24.23,9 "
57,"     7.48,6 ","     8.28,3 ","     8.10,2 ",Bontaz Christophe,"     24.23,3 "
58,"     8.00,0 ","     8.26,0 ","     8.01,7 ",Rérat Jacques,"     24.23,4 "
59,"     7.56,4 ","     8.23,9 ","     8.08,2 ",Mathieu Lionel,"     24.25,0 "
60,"     7.48,0 ","     8.33,8 ","     8.07,0 ",Cibotto Florian,"     24.25,8 "
61,"     7.45,8 ","     8.34,5 ","     8.10,6 ",Rousset Bruno,"     24.28,3 "
62,"     7.55,2 ","     8.27,4 ","     8.09,9 ",Tireford Sylvain,"     24.29,2 "
63,"     7.28,9 ","     8.39,4 ","     8.28,8 ",Bumann Samuel,"     24.35,0 "
64,"     8.01,3 ","     8.27,6 ","     8.08,5 ",Mc Laren Alain,"     24.34,8 "
65,"     7.47,3 ","     8.33,2 ","     8.17,2 ",Bonjour Allan,"     24.33,3 "
66,"     7.56,9 ","     8.30,9 ","     8.11,9 ",Dutoit Thierry,"     24.37,2 "
67,"     7.52,8 ","     8.31,9 ","     8.18,2 ",Maret Edouard,"     24.39,7 "
68,"     7.52,2 ","     8.32,8 ","     8.22,0 ",Villafuerte Raul,"     24.43,8 "
69,"     7.48,1 ","     8.38,3 ","     8.28,1 ",Lie Geir,"     24.51,5 "
70,"     7.57,3 ","     8.37,6 ","     8.29,6 ",Muller Léonard,"     25.00,5 "
71,"     8.04,4 ","     8.42,5 ","     8.21,3 ",Campos Antonio,"     25.06,6 "
72,"     8.01,1 ","     8.42,1 ","     8.35,6 ",Kleiner Nathaniel,"     25.15,8 "
73,"     7.53,0 ","     8.52,0 ","     8.42,1 ",Itim Simon,"     25.24,2 "
74,"     8.06,0 ","     8.43,6 ","     8.39,1 ",Tremblet Stephan,"     25.25,7 "
75,"     8.15,9 ","     8.49,1 ","     8.24,7 ",Sallin Dimitri,"     25.23,0 "
76,"     8.12,3 ","     8.48,6 ","     8.29,1 ",Dupraz Frédéric,"     25.26,2 "
77,"     8.18,3 ","     8.50,0 ","     8.21,8 ",Reguera Hector,"     25.26,9 "
78,"     8.21,8 ","     8.47,0 ","     8.25,3 ",Perren Patrick,"     25.29,1 "
79,"     7.52,0 ","     9.07,8 ","     8.35,2 ",Caaveiro Adrian,"     25.32,5 "
80,"     8.18,7 ","     8.53,2 ","     8.23,3 ",Fayet Claude,"     25.30,9 "
81,"     8.19,8 ","     8.45,8 ","     8.30,3 ",Bulliard Nicolas,"     25.33,2 "
82,"     8.07,4 ","     8.56,7 ","     8.33,7 ",Moroni Mickael,"     25.34,0 "
83,"     8.27,5 ","     8.50,8 ","     8.20,6 ",Roux Deve,"     25.31,9 "
84,"     8.16,5 ","     8.51,8 ","     8.34,1 ",Krizan Alexandre,"     25.37,9 "
85,"     8.19,8 ","     8.52,1 ","     8.33,1 ",Gillieron Christophe,"     25.41,2 "
86,"     8.13,1 ","     9.02,9 ","     8.33,4 ",Tela Samet,"     25.44,6 "
87,"     8.16,2 ","     8.50,7 ","     8.43,0 ",Zbinden Martin,"     25.44,9 "
88,"     8.13,9 ","     8.57,3 ","     8.41,0 ",Salamun Julien,"     25.49,2 "
89,"     8.12,0 ","     8.55,5 ","     8.46,9 ",Bouchelagem Samechedine,"     25.51,0 "
90,"     8.18,6 ","     8.55,1 ","     8.41,6 ",Diemand Andreas,"     25.51,2 "
91,"     8.17,5 ","     8.54,5 ","     8.45,4 ",Matos Jose,"     25.53,7 "
92,"     8.03,0 ","     9.12,4 ","     8.44,1 ",Couto Nuno,"     25.56,6 "
93,"     8.23,3 ","     8.58,3 ","     8.38,8 ",Perruisset Lionel,"     25.56,5 "
94,"     8.21,1 ","     9.05,3 ","     8.37,6 ",Calame Nicolas,"     25.59,4 "
95,"     8.24,2 ","     8.59,7 ","     8.41,8 ",Boehler Michaël,"     26.03,6 "
96,"     8.25,8 ","     9.03,9 ","     8.38,7 ",Bagnoud Gérard,"     26.04,6 "
97,"     8.10,7 ","     9.02,1 ","     8.55,6 ",Wolf Fabien,"     26.02,1 "
98,"     8.26,3 ","     9.02,7 ","     8.40,8 ",Piccand Marc,"     26.06,9 "
99,"     8.13,6 ","     9.03,2 ","     8.56,8 ",Etienne Richard,"     26.10,6 "
100,"     8.32,6 ","     9.03,4 ","     8.42,8 ",Gonzalez Sébastien,"     26.13,7 "
101,"     8.20,2 ","     8.52,5 ","     9.08,8 ",Chatel Thierry,"     26.17,3 "
102,"     8.38,2 ","     9.05,2 ","     8.42,3 ",Jossi Sébastien,"     26.22,2 "
103,"     8.21,0 ","     9.09,7 ","     8.56,1 ",Lüscher Patrick,"     26.20,9 "
104,"     8.12,2 ","     9.08,0 ","     9.10,7 ",Becker Andreas,"     26.27,8 "
105,"     8.41,2 ","     9.10,3 ","     8.42,6 ",Boschung Alain,"     26.28,9 "
106,"     8.37,1 ","     9.09,6 ","     8.47,9 ",Gattone Sylvain,"     26.29,9 "
107,"     8.23,6 ","     9.19,0 ","     8.52,8 ",S'Hyek Alain,"     26.32,3 "
108,"     8.31,6 ","     9.07,1 ","     8.56,7 ",Salaun Bastien,"     26.30,3 "
109,"     8.41,0 ","     9.00,0 ","     8.54,6 ",Kremmer François,"     26.31,1 "
110,"     8.35,1 ","     9.07,3 ","     8.54,9 ",Moos Thierry,"     26.32,0 "
111,"     8.50,3 ","     8.59,9 ","     8.48,3 ",Halden Jonathan,"     26.31,9 "
112,"     8.32,2 ","     9.12,7 ","     8.53,6 ",Riat Arnaud,"     26.34,5 "
113,"     8.20,5 ","     9.14,5 ","     9.04,4 ",Hug Sébastien,"     26.35,5 "
114,"     8.20,8 ","     9.16,2 ","     9.02,5 ",Perrin Nicolas,"     26.35,8 "
115,"     8.23,9 ","     9.16,5 ","     8.59,4 ",Fischer Philipp,"     26.33,6 "
116,"     8.40,4 ","     9.08,0 ","     8.52,5 ",Grandjean Gregory,"     26.34,5 "
117,"     8.41,2 ","     9.11,1 ","     8.49,7 ",Dorsaz Stéphane,"     26.37,2 "
118,"     8.40,3 ","     9.12,1 ","     8.49,7 ",Broadley Michael,"     26.35,7 "
119,"     8.38,3 ","     9.10,7 ","     8.53,3 ",Dumauthioz Eric,"     26.37,8 "
120,"     8.33,7 ","     9.10,1 ","     8.58,6 ",Boillon Bénédict,"     26.38,8 "
121,"     8.51,7 ","     9.16,4 ","     8.39,7 ",Jagdeep Steve,"     26.39,6 "
122,"     8.16,9 ","     9.20,2 ","     9.11,7 ",Pinto Ricardo,"     26.45,4 "
123,"     8.36,6 ","     9.15,2 ","     8.57,9 ",Blanc Stéphane,"     26.43,5 "
124,"     8.31,1 ","     9.17,5 ","     9.01,9 ",Gantenbein Julien,"     26.46,8 "
125,"     8.27,4 ","     9.18,2 ","     9.05,3 ",Aubry Jean-Michel,"     26.47,8 "
126,"     8.31,2 ","     9.17,8 ","     9.07,1 ",Perroud Yvan,"     26.52,6 "
127,"     8.43,8 ","     9.13,0 ","     9.00,6 ",Porte Luc,"     26.51,4 "
128,"     8.31,1 ","     9.24,7 ","     9.03,9 ",Vaucher Dimitri,"     26.53,2 "
129,"     8.36,5 ","     9.19,7 ","     9.06,5 ",Schnyder Yann,"     26.57,9 "
130,"     8.33,8 ","     9.18,0 ","     9.11,7 ",Carloz Didier,"     26.59,3 "
131,"     8.48,0 ","     9.22,7 ","     8.54,3 ",Heude Xavier,"     26.57,4 "
132,"     8.17,9 ","     9.31,7 ","     9.18,3 ",Chaussumier Pierre,"     27.04,1 "
133,"     8.45,7 ","     9.19,0 ","     9.04,2 ",Fabre Jérôme,"     27.01,3 "
134,"     8.44,7 ","     9.19,9 ","     9.05,6 ",Martin Pascal,"     27.03,9 "
135,"     8.43,8 ","     9.24,0 ","     9.03,6 ",Faro Maximino,"     27.06,0 "
136,"     9.07,2 ","     9.07,4 ","     8.58,4 ",Vesterinen Mika,"     27.03,3 "
137,"     8.47,3 ","     9.27,9 ","     8.58,2 ",Owen Brett,"     27.07,4 "
138,"     8.44,1 ","     9.24,6 ","     9.06,0 ",Deelder Wouter,"     27.08,7 "
139,"     8.27,8 ","     9.22,9 ","     9.27,7 ",Hurtado Victor,"     27.13,4 "
140,"     8.47,4 ","     9.28,3 ","     9.03,5 ",Le Guellec Ludovic,"     27.15,5 "
141,"     8.52,0 ","     9.22,0 ","     9.07,7 ",Lyon Stéphane,"     27.16,4 "
142,"     8.07,3 ","     8.58,4 ","    10.19,5 ",Funcasta Eric,"     27.17,1 "
143,"     8.39,9 ","     9.29,3 ","     9.16,6 ",Gousman Weideren,"     27.18,4 "
144,"     8.48,8 ","     9.22,9 ","     9.19,5 ",Rizzo Francesco,"     27.23,1 "
145,"     8.49,3 ","     9.35,4 ","     9.07,5 ",Voisin Mickaël,"     27.27,1 "
146,"     8.41,6 ","     9.36,6 ","     9.18,0 ",Thiémard Marc,"     27.30,9 "
147,"     9.00,5 ","     9.31,4 ","     9.05,3 ",Poncet Thierry,"     27.31,5 "
148,"     8.49,6 ","     9.32,5 ","     9.16,5 ",Faes Antonin,"     27.31,8 "
149,"     8.42,9 ","     9.32,6 ","     9.23,5 ",Sallet Alain,"     27.34,8 "
150,"     8.39,2 ","     9.42,1 ","     9.17,7 ",Thibaud Jérôme,"     27.34,7 "
151,"     8.40,6 ","     9.39,8 ","     9.18,9 ",Kramer Sylvain,"     27.34,9 "
152,"     8.43,0 ","     9.39,7 ","     9.16,7 ",Coignee Jean-Roch,"     27.32,9 "
153,"     9.04,2 ","     9.27,8 ","     9.07,8 ",Riser Vincent,"     27.31,8 "
154,"     9.00,1 ","     9.32,6 ","     9.08,2 ",Stenger Manuel,"     27.32,6 "
155,"     9.10,6 ","     9.30,5 ","     9.01,2 ",Scheidegger Sebastien,"     27.34,3 "
156,"     8.42,7 ","     9.32,7 ","     9.27,4 ",Barbour Julian,"     27.34,4 "
157,"     9.03,1 ","     9.33,6 ","     9.06,6 ",Sheybani Laurent,"     27.33,7 "
158,"     9.05,0 ","     9.26,9 ","     9.11,6 ",Bringard Aurélien,"     27.35,3 "
159,"     9.13,7 ","     9.31,9 ","     8.58,7 ",Theubet Philippe,"     27.38,4 "
160,"     8.42,5 ","     9.39,0 ","     9.23,3 ",Mercier Philippe,"     27.40,3 "
161,"     8.54,9 ","     9.37,0 ","     9.13,3 ",March Stephen,"     27.40,7 "
162,"     8.42,6 ","     9.45,6 ","     9.17,1 ",Brea Vincent,"     27.40,9 "
163,"     8.54,1 ","     9.34,2 ","     9.18,5 ",Levillain Cyril,"     27.38,8 "
164,"     8.41,7 ","     9.40,3 ","     9.26,0 ",Bourriez David,"     27.43,1 "
165,"     9.16,4 ","     9.32,3 ","     8.59,9 ",Husser Joris,"     27.40,3 "
166,"     8.40,5 ","     9.45,5 ","     9.23,4 ",Borloz Patrick,"     27.44,0 "
167,"     9.06,1 ","     9.32,5 ","     9.11,1 ",Bachmann Olivier,"     27.42,9 "
168,"     8.42,5 ","     9.39,3 ","     9.28,3 ",Kuepfer Thomas,"     27.44,2 "
169,"     9.21,4 ","     9.26,2 ","     9.04,3 ",Perez Raoul,"     27.43,1 "
170,"     9.02,4 ","     9.43,1 ","     9.07,7 ",Huguenin Anthony,"     27.47,0 "
171,"     9.02,2 ","     9.38,6 ","     9.14,3 ",Terrapon Denis,"     27.48,3 "
172,"     9.01,6 ","     9.44,8 ","     9.18,6 ",Origa François,"     27.58,9 "
173,"     8.56,1 ","     9.45,1 ","     9.24,1 ",Delachaux Thierry,"     28.01,3 "
174,"     9.20,2 ","     9.35,9 ","     9.09,6 ",Fischer Georg,"     27.57,1 "
175,"     9.07,5 ","     9.35,5 ","     9.24,1 ",Widmer Bernard,"     27.59,2 "
176,"     9.02,1 ","     9.44,4 ","     9.21,2 ",De Terwangne Didier,"     28.02,7 "
177,"     9.00,6 ","     9.36,9 ","     9.30,6 ",Eugster Olivier,"     28.00,6 "
178,"     9.02,7 ","     9.42,1 ","     9.23,5 ",Temporin Paolo,"     28.00,6 "
179,"     8.40,3 ","     9.54,8 ","     9.34,4 ",Pinset David,"     28.02,6 "
180,"     9.13,8 ","     9.32,9 ","     9.22,9 ",Wilhelm Christophe,"     28.03,4 "
181,"     9.03,1 ","     9.39,8 ","     9.27,9 ",Stocky David,"     28.05,2 "
182,"     8.42,9 ","     9.47,9 ","     9.42,3 ",Lacombe Damien,"     28.08,2 "
183,"     9.15,1 ","     9.40,3 ","     9.17,9 ",Neupert Holger,"     28.06,8 "
184,"     9.07,0 ","     9.41,0 ","     9.25,9 ",Eugster Philippe,"     28.05,1 "
185,"     9.05,0 ","     9.47,9 ","     9.22,5 ",Moreau Bertrand,"     28.09,8 "
186,"     8.50,4 ","     9.53,0 ","     9.32,6 ",Delachenal Cédric,"     28.12,2 "
187,"     9.19,7 ","     9.44,1 ","     9.12,9 ",Maestre Juan,"     28.07,9 "
188,"     9.05,2 ","     9.44,2 ","     9.27,4 ",Galeazzi Roberto,"     28.10,1 "
189,"     9.14,7 ","     9.40,0 ","     9.22,5 ",Alétru Aurélien,"     28.10,1 "
190,"     9.21,4 ","     9.36,5 ","     9.20,3 ",Samba Assane,"     28.10,2 "
191,"     9.07,1 ","     9.41,9 ","     9.29,7 ",Rohrbasser Nicolas,"     28.11,1 "
192,"     8.53,0 ","     9.51,7 ","     9.34,9 ",Salzgeber Daniel,"     28.13,1 "
193,"     9.09,1 ","     9.52,0 ","     9.21,9 ",Gay Laurent,"     28.15,1 "
194,"     9.12,2 ","     9.48,5 ","     9.23,1 ",Monnard Philippe,"     28.16,4 "
195,"     9.11,4 ","     9.40,9 ","     9.33,5 ",Marazita Pino,"     28.15,8 "
196,"     9.07,4 ","     9.36,5 ","     9.44,8 ",Porchet Damien,"     28.20,7 "
197,"     8.57,9 ","     9.57,4 ","     9.35,6 ",Imeri Sami,"     28.26,0 "
198,"     9.05,0 ","     9.54,3 ","     9.31,9 ",Dutruel Patrick,"     28.25,8 "
199,"     9.12,0 ","     9.51,0 ","     9.29,0 ",Couture Nicolas,"     28.24,9 "
200,"     9.23,6 ","     9.51,2 ","     9.17,5 ",Tomis Pierre,"     28.25,0 "
201,"     9.21,2 ","     9.38,2 ","     9.34,1 ",Carnevali Andres,"     28.22,4 "
202,"     8.52,7 ","     9.58,6 ","     9.42,8 ",Bened Frédéric,"     28.28,8 "
203,"     9.11,1 ","     9.54,1 ","     9.31,8 ",Penzo Claudio,"     28.29,6 "
204,"     9.38,3 ","     9.46,2 ","     9.13,8 ",Schindfessel Yves,"     28.30,1 "
205,"     9.14,4 ","     9.53,8 ","     9.31,2 ",Barbey René,"     28.34,1 "
206,"     9.11,1 ","     9.55,2 ","     9.33,9 ",Bell Stephen,"     28.34,3 "
207,"     9.19,2 ","     9.49,4 ","     9.32,9 ",Lanzillotta Agostino,"     28.33,9 "
208,"     9.15,9 ","     9.43,7 ","     9.42,6 ",Daerendinger Claude,"     28.33,1 "
209,"     9.17,3 ","     9.53,1 ","     9.32,6 ",Dumalle Florian,"     28.35,5 "
210,"     8.49,5 ","    10.03,7 ","     9.51,0 ",Nicod Philippe,"     28.40,2 "
211,"     9.01,1 ","     9.58,7 ","     9.44,5 ",Perrillat Olivier,"     28.38,8 "
212,"     9.00,3 ","    10.11,3 ","     9.34,0 ",Lavanchy Christophe,"     28.40,2 "
213,"     9.32,3 ","     9.51,9 ","     9.21,5 ",Kopp Jérôme,"     28.35,8 "
214,"     9.02,0 ","    10.05,4 ","     9.38,9 ",Kolly Christophe,"     28.41,4 "
215,"     9.19,7 ","     9.53,4 ","     9.34,5 ",Favre-Bonte Patrick,"     28.40,1 "
216,"     9.12,7 ","     9.57,1 ","     9.38,2 ",Payot Thomas,"     28.42,0 "
217,"     9.29,6 ","     9.53,5 ","     9.25,5 ",Daudin Benoit,"     28.41,3 "
218,"     9.17,7 ","     9.54,4 ","     9.39,3 ",Detzel Patrick,"     28.45,7 "
219,"     9.10,2 ","     9.54,6 ","     9.47,0 ",Brun Jean-Philippe,"     28.42,4 "
220,"     9.23,9 ","     9.54,9 ","     9.34,1 ",Kadir Hafid,"     28.47,2 "
221,"     9.08,6 ","    10.03,3 ","     9.42,1 ",Russo Simon,"     28.46,5 "
222,"     8.59,5 ","    10.08,2 ","     9.47,8 ",Oseira Nicolas,"     28.49,2 "
223,"     9.24,7 ","    10.00,8 ","     9.31,4 ",Pilloud Olivier,"     28.47,0 "
224,"     9.16,9 ","     9.56,6 ","     9.43,6 ",Mayer Timothy,"     28.50,3 "
225,"     9.04,8 ","     9.56,3 ","     9.56,6 ",Delavy Cédric,"     28.49,8 "
226,"     9.15,9 ","     9.56,8 ","     9.45,1 ",Marchand Jérôme,"     28.51,4 "
227,"     9.17,1 ","     9.58,3 ","     9.45,2 ",Detraz Eric,"     28.55,5 "
228,"     9.15,9 ","     9.57,8 ","     9.49,0 ",Angier Romain,"     28.52,8 "
229,"     9.19,2 ","    10.01,5 ","     9.43,5 ",Geebelen Emmanuel,"     28.58,2 "
230,"     9.23,3 ","    10.02,1 ","     9.39,0 ",Fillettaz Jérôme,"     28.57,3 "
231,"     9.04,5 ","    10.01,2 ","     9.59,6 ",Betrisey Mathias,"     28.58,0 "
232,"     9.22,5 ","     9.57,3 ","     9.45,5 ",Evans Darren,"     29.00,4 "
233,"     9.14,6 ","    10.04,5 ","     9.46,7 ",Gori François,"     28.58,1 "
234,"     9.29,1 ","    10.03,5 ","     9.33,4 ",Bozzini Davide,"     28.58,1 "
235,"     9.13,1 ","    10.15,2 ","     9.43,2 ",von Felten Luca,"     29.03,5 "
236,"     9.14,6 ","    10.08,0 ","     9.49,5 ",Forter Bastien,"     29.07,7 "
237,"     9.20,7 ","    10.05,9 ","     9.47,6 ",De Vries Reilingh Daniel,"     29.08,6 "
238,"     9.38,7 ","    10.05,8 ","     9.30,0 ",Portela Javier,"     29.05,6 "
239,"     9.38,9 ","     9.56,0 ","     9.41,2 ",Lorenz Tino,"     29.06,5 "
240,"     9.15,3 ","    10.06,2 ","     9.56,6 ",Gaille Fabrice,"     29.11,0 "
241,"     9.07,3 ","    10.13,8 ","     9.57,6 ",Mühlberg Stephan,"     29.11,7 "
242,"     9.15,6 ","    10.13,7 ","     9.50,0 ",Aecherli Yves,"     29.12,6 "
243,"     9.37,7 ","    10.05,9 ","     9.37,0 ",Navarro Charles,"     29.10,1 "
244,"     9.34,0 ","    10.00,8 ","     9.46,0 ",Figueiredo Cristovao,"     29.11,9 "
245,"     9.38,4 ","    10.05,4 ","     9.37,0 ",Manas Guy,"     29.10,3 "
246,"     9.33,1 ","    10.11,8 ","     9.37,8 ",Vogt François,"     29.14,5 "
247,"     9.29,3 ","    10.13,7 ","     9.40,6 ",Boubet Erwan,"     29.18,5 "
248,"     9.19,8 ","    10.17,4 ","     9.47,3 ",Robert Axel,"     29.16,3 "
249,"     9.32,0 ","    10.02,3 ","     9.50,7 ",Bueler Andre,"     29.15,0 "
250,"     9.21,7 ","    10.01,6 ","    10.02,6 ",Baddour Nicholas-Karim,"     29.17,9 "
251,"     9.03,5 ","    10.21,6 ","    10.01,1 ",Moeglin Pierre-Etienne,"     29.19,3 "
252,"     9.35,1 ","    10.05,3 ","     9.50,3 ",Helbling Serge,"     29.23,4 "
253,"     9.27,9 ","    10.16,1 ","     9.47,2 ",Lamouille Buchholz Marc,"     29.24,6 "
254,"     9.47,0 ","    10.04,5 ","     9.40,8 ",Bouchu Cyril,"     29.23,4 "
255,"     9.29,2 ","    10.10,8 ","     9.52,3 ",Prevel Michel,"     29.23,8 "
256,"     9.26,4 ","    10.16,0 ","     9.51,1 ",Prümmer Felix,"     29.26,7 "
257,"     9.38,5 ","    10.11,4 ","     9.45,1 ",Castella Vincent,"     29.26,0 "
258,"     9.39,8 ","    10.09,6 ","     9.46,2 ",Eynard Stéphane,"     29.28,8 "
259,"     9.40,4 ","    10.09,1 ","     9.46,2 ",Fleury Nicolas,"     29.23,0 "
260,"     9.30,7 ","    10.11,6 ","     9.53,6 ",Paget Sebastien,"     29.28,0 "
261,"     9.23,7 ","    10.09,3 ","    10.03,2 ",Buffet Stanislas,"     29.26,8 "
262,"     9.18,8 ","    10.20,5 ","     9.57,3 ",De Candolle Charles,"     29.31,7 "
263,"     9.33,4 ","    10.17,6 ","     9.47,4 ",Pellaux Alexandre,"     29.34,0 "
264,"     9.49,3 ","    10.13,3 ","     9.40,3 ",Duplant Thierry,"     29.38,0 "
265,"     9.32,6 ","    10.17,7 ","     9.53,8 ",Cettour Raphael,"     29.37,9 "
266,"     9.22,4 ","    10.23,5 ","     9.59,4 ",Eplenier David,"     29.39,3 "
267,"     9.57,5 ","    10.07,4 ","     9.44,1 ",Clivaz Christophe Xavier,"     29.37,7 "
268,"     9.34,2 ","    10.18,1 ","     9.58,2 ",Glaettli Oliver,"     29.41,9 "
269,"     9.42,4 ","    10.15,1 ","     9.54,7 ",Castella Serge,"     29.42,1 "
270,"    10.00,2 ","    10.03,7 ","     9.49,1 ",Dorthe Dominique,"     29.46,7 "
271,"     9.19,1 ","    10.26,0 ","    10.14,1 ",Socha Clement,"     29.50,6 "
272,"     9.43,2 ","    10.19,9 ","     9.56,3 ",Willemin Alain,"     29.52,4 "
273,"     9.33,0 ","    10.21,0 ","    10.06,2 ",Del Cano José Luis,"     29.54,3 "
274,"     9.21,8 ","    10.24,2 ","    10.15,6 ",Reymond Timothee,"     29.51,9 "
275,"     9.48,9 ","    10.21,2 ","     9.55,0 ",Curtz Noé,"     29.55,3 "
276,"     9.30,8 ","    10.23,2 ","    10.12,2 ",Blakley Matthew,"     29.58,8 "
277,"     9.45,6 ","    10.25,3 ","     9.57,1 ",Marchand Patrick,"     30.03,2 "
278,"     9.58,7 ","    10.15,4 ","     9.54,4 ",Lockhart Nicolas,"     29.59,8 "
279,"     9.40,2 ","    10.25,4 ","    10.04,3 ",Folliet Claude,"     30.02,1 "
280,"     9.52,6 ","    10.27,6 ","     9.50,7 ",Türler Marc,"     30.01,7 "
281,"     9.45,7 ","    10.16,5 ","    10.08,9 ",Negri Guido,"     30.01,8 "
