,1ère boucle,2ème boucle,3ème boucle,nom,temps net
79,"     8.15,7 ","     8.41,0 ","     8.14,9 ",Marti Sven,"     25.04,4 "
80,"     8.11,1 ","     8.46,4 ","     8.20,6 ",Dupraz Frédéric,"     25.11,5 "
81,"     8.03,1 ","     8.53,0 ","     8.23,3 ",Bonjour Allan,"     25.13,2 "
82,"     8.03,9 ","     8.50,5 ","     8.25,2 ",Maret Edouard,"     25.13,2 "
83,"     8.02,7 ","     9.00,6 ","     8.17,4 ",Sebahire Eric,"     25.15,6 "
84,"     7.57,3 ","     8.39,3 ","     8.46,5 ",Jaeger Yannick,"     25.17,7 "
85,"     7.59,9 ","     8.55,2 ","     8.29,3 ",Jeanmaire Yannick,"     25.18,6 "
86,"     8.14,2 ","     8.53,9 ","     8.18,0 ",Laroche Camille,"     25.20,1 "
87,"     7.55,8 ","     8.55,3 ","     8.37,7 ",Silva Rui,"     25.24,2 "
88,"     8.08,3 ","     8.46,2 ","     8.37,1 ",Dard Philippe,"     25.25,7 "
89,"     8.11,1 ","     8.55,5 ","     8.25,5 ",Vercammen Dries,"     25.22,1 "
90,"     8.07,6 ","     8.55,2 ","     8.29,8 ",Wyss Colin,"     25.26,7 "
91,"     8.18,7 ","     8.47,8 ","     8.26,2 ",Kleiner Nathaniel,"     25.25,6 "
92,"     8.15,9 ","     8.57,1 ","     8.21,1 ",Fleury Benjamin,"     25.28,3 "
93,"     8.16,3 ","     8.56,8 ","     8.26,0 ",Schnyder Yann,"     25.33,1 "
94,"     8.09,4 ","     9.01,9 ","     8.28,2 ",Pivot Vincent,"     25.33,1 "
95,"     8.10,3 ","     8.53,1 ","     8.37,0 ",Nourredine Chakour,"     25.35,3 "
96,"     8.14,5 ","     8.53,5 ","     8.32,6 ",Salamun Julien,"     25.34,8 "
97,"     8.22,4 ","     8.53,7 ","     8.25,3 ",Gillieron Christophe,"     25.35,6 "
98,"     8.25,3 ","     8.51,0 ","     8.26,5 ",Stepanovic Steve,"     25.35,0 "
99,"     7.52,1 ","     9.11,6 ","     8.41,9 ",Guerrieri Damiano,"     25.40,3 "
100,"     8.16,8 ","     9.06,9 ","     8.24,7 ",De Paoli Julien,"     25.41,9 "
101,"     8.31,0 ","     8.53,4 ","     8.24,1 ",Roux Deve,"     25.41,1 "
102,"     8.24,4 ","     8.56,9 ","     8.28,1 ",Pirinoli Cédric,"     25.42,5 "
103,"     8.27,3 ","     8.54,2 ","     8.28,4 ",Vesterinen Mika,"     25.42,9 "
104,"     8.24,6 ","     9.03,5 ","     8.22,8 ",Muller Léonard,"     25.45,0 "
105,"     8.31,3 ","     8.52,5 ","     8.27,4 ",Salaun Bastien,"     25.41,4 "
106,"     8.22,1 ","     8.59,1 ","     8.32,9 ",Grandjanny Damien,"     25.47,3 "
107,"     8.15,9 ","     9.04,7 ","     8.38,4 ",Adam Romain,"     25.54,2 "
108,"     8.23,8 ","     8.59,0 ","     8.38,0 ",Brodard Daniel,"     25.55,0 "
109,"     8.07,4 ","     9.06,8 ","     8.47,5 ",Oppliger Julien,"     25.56,1 "
110,"     8.17,4 ","     9.05,9 ","     8.39,5 ",Riat Arnaud,"     25.57,3 "
111,"     8.26,5 ","     8.54,7 ","     8.42,9 ",Cibotto Florian,"     25.56,8 "
112,"     8.23,5 ","     8.59,6 ","     8.43,5 ",Chevrier Philippe,"     25.59,4 "
113,"     8.26,0 ","     9.08,5 ","     8.33,8 ",Stampanoni Elia,"     26.02,1 "
114,"     8.18,2 ","     9.07,7 ","     8.44,4 ",Shyek Alain,"     26.03,9 "
115,"     8.19,3 ","     8.59,9 ","     8.51,7 ",Lugrin Thomas,"     26.03,8 "
116,"     8.34,2 ","     9.00,5 ","     8.37,7 ",Eggenschwiler Florent,"     26.04,6 "
117,"     8.25,9 ","     9.01,5 ","     8.49,5 ",Piccand Marc,"     26.11,9 "
118,"     8.03,9 ","     9.18,7 ","     8.54,5 ",Martial Olivier,"     26.11,2 "
119,"     8.30,1 ","     8.59,4 ","     8.47,9 ",Walter Aurélien,"     26.07,6 "
120,"     8.18,9 ","     9.10,1 ","     8.55,1 ",Boehler Michael,"     26.17,6 "
121,"     8.28,0 ","     9.07,7 ","     8.54,2 ",Perrin Nicolas,"     26.23,4 "
122,"     8.28,5 ","     9.10,9 ","     8.51,8 ",Calame Nicolas,"     26.25,4 "
123,"     8.40,3 ","     9.12,1 ","     8.43,1 ",Bolger John,"     26.25,7 "
124,"     8.37,9 ","     9.11,6 ","     8.46,1 ",Klouch Rédha,"     26.26,8 "
125,"     8.44,5 ","     9.11,6 ","     8.41,4 ",Cingria Jean,"     26.28,5 "
126,"     8.33,6 ","     9.10,6 ","     8.54,4 ",Gattone Sylvain,"     26.29,7 "
127,"     8.36,1 ","     9.16,4 ","     8.49,2 ",Boget Yoann,"     26.34,2 "
128,"     8.13,7 ","     9.18,9 ","     9.11,3 ",Golay Guillaume,"     26.37,2 "
129,"     8.22,8 ","     9.16,7 ","     9.07,6 ",Chalot Julien,"     26.38,7 "
130,"     8.25,1 ","     9.26,0 ","     8.56,2 ",Pinto Ricardo,"     26.42,1 "
131,"     8.41,2 ","     9.11,3 ","     8.55,5 ",Le Gall Eric,"     26.38,0 "
132,"     8.33,0 ","     9.27,4 ","     8.47,7 ",Ménés Gael,"     26.42,1 "
133,"     8.25,5 ","     9.17,9 ","     9.05,4 ",Tremblet Stephane,"     26.44,2 "
134,"     8.13,7 ","     9.30,6 ","     9.06,7 ",Belgy Dylan,"     26.44,5 "
135,"     8.50,6 ","     9.18,8 ","     8.42,3 ",March Stephen,"     26.45,3 "
136,"     8.43,0 ","     9.10,3 ","     8.58,7 ",Zbinden Martin,"     26.43,6 "
137,"     8.30,4 ","     9.25,8 ","     8.58,0 ",Pouzargue Nicolas,"     26.49,4 "
138,"     8.36,7 ","     9.22,3 ","     8.55,6 ",Belgy Kevin,"     26.48,6 "
139,"     8.34,6 ","     9.18,9 ","     9.03,1 ",Urio Loïc,"     26.49,2 "
140,"     9.06,4 ","     9.11,5 ","     8.40,6 ",Rouleau Thierry,"     26.51,3 "
141,"     8.49,0 ","     9.17,9 ","     8.52,6 ",Coignee Jean-Roch,"     26.50,6 "
142,"     8.33,8 ","     9.21,6 ","     9.04,7 ",Dunand Jean-Marc,"     26.53,4 "
143,"     9.06,3 ","     9.13,3 ","     8.41,7 ",Gumowski Michael,"     26.49,7 "
144,"     8.32,8 ","     9.20,9 ","     9.08,1 ",Porte Luc,"     26.55,1 "
145,"     8.56,9 ","     9.27,0 ","     8.38,4 ",Enrico Pierre-Philippe,"     26.54,1 "
146,"     8.32,2 ","     9.33,7 ","     8.59,3 ",Isler Christian,"     26.59,7 "
147,"     8.38,8 ","     9.22,7 ","     9.07,2 ",Muller Matthieu,"     26.57,8 "
148,"     8.43,7 ","     9.23,9 ","     9.01,3 ",Bourquard Franck,"     26.59,9 "
149,"     8.36,6 ","     9.27,7 ","     9.05,2 ",Grieb Grégory,"     27.02,7 "
150,"     8.40,3 ","     9.27,0 ","     9.03,1 ",Mcconville Ian,"     27.00,8 "
151,"     8.43,3 ","     9.41,3 ","     8.46,9 ",Zufferey Valentin,"     27.01,5 "
152,"     8.52,5 ","     9.25,3 ","     8.54,9 ",Vetterli Samir,"     27.01,6 "
153,"     8.50,0 ","     9.34,1 ","     8.48,9 ",Salzgeber Daniel,"     27.05,2 "
154,"     8.43,9 ","     9.24,1 ","     9.05,5 ",Aubry Jean-Michel,"     27.07,0 "
155,"     8.49,1 ","     9.25,3 ","     8.59,6 ",Riser Vincent,"     27.07,9 "
156,"     8.44,0 ","     9.24,8 ","     9.06,4 ",Pastre Benjamin,"     27.06,4 "
157,"     8.35,9 ","     9.31,4 ","     9.08,8 ",Fantoli Regis,"     27.09,1 "
158,"     8.43,2 ","     9.25,3 ","     9.08,7 ",Dumauthioz Eric,"     27.08,8 "
159,"     8.33,9 ","     9.32,0 ","     9.11,9 ",Hug Sébastien,"     27.11,3 "
160,"     8.54,8 ","     9.22,3 ","     9.01,1 ",Laug Olivier,"     27.05,1 "
161,"     8.49,6 ","     9.27,9 ","     9.01,0 ",Kramer Sylvain,"     27.12,2 "
162,"     8.47,6 ","     9.28,4 ","     9.04,0 ",Fluri Patrick,"     27.10,6 "
163,"     8.45,5 ","     9.30,2 ","     9.04,5 ",Lyon Stéphane,"     27.14,3 "
164,"     8.57,3 ","     9.27,3 ","     8.55,8 ",Bringard Aurélien,"     27.12,3 "
165,"     8.49,1 ","     9.25,1 ","     9.06,2 ",Schmid Patrick,"     27.13,6 "
166,"     8.57,0 ","     9.27,8 ","     8.56,1 ",Maquaire Yohann,"     27.12,9 "
167,"     8.37,7 ","     9.30,2 ","     9.14,4 ",Bagneux Nicolas,"     27.14,6 "
168,"     8.42,7 ","     9.29,0 ","     9.12,5 ",Vonlanthen Sébastien,"     27.17,1 "
169,"     8.50,9 ","     9.26,9 ","     9.07,1 ",Chatel Thierry,"     27.18,3 "
170,"     8.41,8 ","     9.26,3 ","     9.17,1 ",Hurtado Victor,"     27.17,5 "
171,"     8.40,4 ","     9.32,1 ","     9.13,8 ",Boillon Bénédict,"     27.20,3 "
172,"     8.42,2 ","     9.34,0 ","     9.11,3 ",Hafid Khaled,"     27.19,8 "
173,"     8.47,2 ","     9.30,4 ","     9.11,9 ",Voisin Mickaël,"     27.23,6 "
174,"     8.35,1 ","     9.35,1 ","     9.21,0 ",Teyssandier Frédéric,"     27.25,9 "
175,"     8.43,7 ","     9.36,6 ","     9.11,6 ",Lüscher Patrick,"     27.24,5 "
176,"     8.44,6 ","     9.36,5 ","     9.11,9 ",Delachenal Cédric,"     27.25,8 "
177,"     9.21,8 ","     9.23,2 ","     8.49,0 ",Simoncini Matteo,"     27.21,1 "
178,"     8.59,3 ","     9.33,2 ","     9.04,1 ",Esgueva Javier,"     27.27,9 "
179,"     9.14,6 ","     9.23,7 ","     8.59,6 ",Schindl David,"     27.27,8 "
180,"     9.12,5 ","     9.24,5 ","     9.01,7 ",Perez Raoul,"     27.29,2 "
181,"     8.32,4 ","     9.33,8 ","     9.32,8 ",Piretti Lionel,"     27.32,4 "
182,"     8.49,7 ","     9.32,0 ","     9.24,1 ",Bronstein Dan,"     27.37,2 "
183,"     9.03,2 ","     9.43,2 ","     9.00,8 ",Rod Patrick,"     27.39,8 "
184,"     9.02,8 ","     9.35,2 ","     9.10,1 ",Violot Anthony,"     27.36,2 "
185,"     8.56,8 ","     9.47,0 ","     9.04,9 ",Geinoz Nicolas,"     27.40,4 "
186,"     9.05,0 ","     9.40,3 ","     9.04,8 ",Husser Joris,"     27.42,0 "
187,"     8.43,1 ","     9.55,5 ","     9.13,3 ",Martin Romain,"     27.44,1 "
188,"     8.54,7 ","     9.44,7 ","     9.12,5 ",Monnerat Christophe,"     27.43,3 "
189,"     8.44,2 ","     9.46,0 ","     9.23,3 ",Diemand Andreas,"     27.47,2 "
190,"     9.19,3 ","     9.34,3 ","     9.01,3 ",Fischer Georg,"     27.44,1 "
191,"     9.05,7 ","     9.37,8 ","     9.12,3 ",Bachmann Olivier,"     27.46,2 "
192,"     8.41,2 ","     9.53,9 ","     9.21,5 ",Buehlmann Franco,"     27.50,9 "
193,"     9.08,3 ","     9.42,7 ","     9.05,8 ",Bartolini Alain,"     27.50,7 "
194,"     9.06,8 ","     9.43,6 ","     9.07,0 ",Glaus René,"     27.46,9 "
195,"     8.52,3 ","     9.47,4 ","     9.18,1 ",Unternaehrer Olivier,"     27.50,4 "
196,"     9.13,0 ","     9.37,3 ","     9.07,6 ",Clavel Olivier,"     27.45,9 "
197,"     9.02,8 ","     9.40,7 ","     9.14,4 ",Woznica Julien,"     27.48,6 "
198,"     8.54,9 ","     9.49,8 ","     9.13,3 ",Veron Didier,"     27.45,8 "
199,"     8.49,4 ","     9.49,2 ","     9.21,7 ",Pagliuca Mauro,"     27.50,4 "
200,"     8.34,2 ","     9.50,7 ","     9.37,5 ",Diallo Lamine,"     27.56,0 "
201,"     9.22,2 ","     9.39,0 ","     9.01,9 ",Novel Fabrice,"     27.50,8 "
202,"     8.53,5 ","     9.49,2 ","     9.20,8 ",Mahrer Rudolf,"     27.56,0 "
203,"     8.53,9 ","     9.49,7 ","     9.20,0 ",Lachat Jacob,"     27.56,1 "
204,"     9.07,0 ","     9.46,8 ","     9.11,1 ",Infante David,"     27.55,7 "
205,"     9.05,0 ","     9.37,7 ","     9.22,2 ",Rizzo Francesco,"     27.56,6 "
206,"     8.25,2 ","     9.57,3 ","     9.43,2 ",Funcasta Eric,"     27.46,8 "
207,"     9.07,0 ","     9.44,4 ","     9.17,0 ",Huguenin Jérémie,"     28.00,6 "
208,"     8.54,1 ","     9.52,3 ","     9.24,5 ",Sallaz Bernard,"     28.02,6 "
209,"     9.03,6 ","     9.48,7 ","     9.20,3 ",Arbia Ali,"     28.02,3 "
210,"     9.18,0 ","     9.38,0 ","     9.16,8 ",Duplant Thierry,"     28.05,1 "
211,"     8.52,2 ","     9.48,2 ","     9.33,6 ",Sahraoui Lazhar,"     28.07,1 "
212,"     9.11,7 ","     9.47,0 ","     9.15,4 ",Ruffel Antoine,"     28.03,7 "
213,"     8.48,6 ","    10.00,1 ","     9.26,5 ",Lavanchy Christophe,"     28.09,8 "
214,"     9.11,9 ","     9.48,6 ","     9.15,6 ",Sintes Gabriel,"     28.03,6 "
215,"     9.16,5 ","     9.44,6 ","     9.15,7 ",Dervaux Nicolas,"     28.08,9 "
216,"     9.32,4 ","     9.42,1 ","     9.03,1 ",Betrisey Mathias,"     28.06,6 "
217,"     9.14,5 ","     9.41,9 ","     9.21,8 ",Verdier Jean-François,"     28.05,8 "
218,"     9.13,3 ","     9.48,2 ","     9.17,3 ",Michelet Christophe,"     28.06,0 "
219,"     8.30,8 ","     9.36,2 ","    10.12,2 ",Fölmli Angus,"     28.13,8 "
220,"     9.26,3 ","     9.49,5 ","     9.03,8 ",Lorenzini Valentin,"     28.09,9 "
221,"     9.16,0 ","     9.37,8 ","     9.25,9 ",Frey Max-André,"     28.09,6 "
222,"     8.51,0 ","     9.53,1 ","     9.36,7 ",Dutoit Thierry,"     28.12,0 "
223,"     9.17,4 ","     9.46,9 ","     9.17,4 ",Ferreras Alexandre,"     28.12,3 "
224,"     9.12,8 ","     9.44,5 ","     9.26,3 ",Bouillot Thomas,"     28.16,0 "
225,"     9.18,9 ","     9.43,8 ","     9.21,1 ",Bochet Thomas,"     28.11,0 "
226,"     9.13,6 ","     9.51,8 ","     9.19,3 ",Maestre Juan,"     28.14,5 "
227,"     9.22,4 ","     9.43,6 ","     9.18,8 ",Barriere Olivier,"     28.15,3 "
228,"     8.36,0 ","    10.01,1 ","     9.47,7 ",Belgy Yoan,"     28.18,5 "
229,"     8.57,1 ","     9.55,9 ","     9.33,3 ",Chollet Gregory,"     28.17,1 "
230,"     9.29,5 ","     9.57,1 ","     9.01,1 ",Palfi Xavier,"     28.20,4 "
231,"     9.26,3 ","     9.47,1 ","     9.14,4 ",Jagdeep Steve,"     28.15,1 "
232,"     8.59,5 ","     9.55,7 ","     9.32,7 ",Wagner-Meige Udo,"     28.17,9 "
233,"     9.12,1 ","     9.59,2 ","     9.17,8 ",Ottinger Vincent,"     28.18,3 "
234,"     9.15,5 ","     9.51,2 ","     9.22,6 ",Hiltpold Yves,"     28.16,6 "
235,"     9.06,7 ","     9.51,2 ","     9.31,5 ",Giauque Philippe,"     28.19,3 "
236,"     9.20,2 ","     9.53,9 ","     9.16,5 ",Bombled Samuel,"     28.19,4 "
237,"     9.11,4 ","     9.50,7 ","     9.28,5 ",Droz Frédéric,"     28.18,9 "
238,"     9.21,6 ","     9.55,1 ","     9.14,1 ",Schindfessel Yves,"     28.24,0 "
239,"     9.27,3 ","     9.47,1 ","     9.16,8 ",Vasey Mathieu,"     28.18,3 "
240,"     9.09,9 ","     9.50,7 ","     9.30,9 ",Baddour Nicholas-Karim,"     28.21,1 "
241,"     9.22,6 ","     9.56,9 ","     9.12,1 ",Hay Duncan,"     28.22,4 "
242,"     9.28,2 ","     9.50,2 ","     9.13,3 ",Blanc Fabien,"     28.22,0 "
243,"     9.19,7 ","     9.48,3 ","     9.24,1 ",Flatres Damien,"     28.25,0 "
244,"     9.18,7 ","     9.51,4 ","     9.23,3 ",Borloz Patrick,"     28.20,7 "
245,"     9.15,9 ","     9.48,7 ","     9.29,5 ",Stocky David,"     28.27,2 "
246,"     9.08,2 ","     9.57,9 ","     9.28,5 ",Piegay Vincent,"     28.24,1 "
247,"     8.47,8 ","    10.00,4 ","     9.47,4 ",Barnhoorn Jacobus,"     28.28,9 "
248,"     9.23,2 ","     9.46,9 ","     9.26,6 ",Bochaton Christophe,"     28.29,1 "
249,"     9.04,1 ","     9.57,9 ","     9.34,7 ",De Terwangne Didier,"     28.29,9 "
250,"     9.24,3 ","     9.47,5 ","     9.25,2 ",Clement David,"     28.25,1 "
251,"     9.18,9 ","     9.49,3 ","     9.29,4 ",Morel Philip,"     28.26,3 "
252,"     9.21,2 ","     9.53,6 ","     9.22,9 ",Jorgensen Peter,"     28.25,0 "
253,"     9.19,6 ","     9.49,1 ","     9.29,1 ",Brun Jean-Philippe,"     28.24,5 "
254,"     9.16,9 ","     9.59,1 ","     9.22,2 ",Brown James,"     28.26,9 "
255,"     9.24,8 ","     9.54,2 ","     9.19,3 ",Beyris Rudy,"     28.28,6 "
256,"     9.21,8 ","     9.49,8 ","     9.26,8 ",Jousson Igor,"     28.26,9 "
257,"     9.26,4 ","     9.48,5 ","     9.23,7 ",Burri Lionel,"     28.26,8 "
258,"     8.27,1 ","    10.13,6 ","     9.58,7 ",Bruchez Gilian,"     28.31,9 "
259,"     9.28,9 ","     9.51,2 ","     9.19,8 ",Alétru Aurélien,"     28.27,5 "
260,"     9.01,6 ","     9.54,0 ","     9.45,9 ",Mermier-Billet Mickael,"     28.33,2 "
261,"     9.31,9 ","     9.53,2 ","     9.16,9 ",Gamper Roger,"     28.29,6 "
262,"     9.12,5 ","    10.02,2 ","     9.28,4 ",Vilallonga Francois,"     28.34,3 "
263,"     9.02,0 ","    10.05,3 ","     9.36,8 ",Vaucher Dimitri,"     28.35,0 "
264,"     9.22,2 ","     9.48,9 ","     9.33,9 ",Bryden Alan,"     28.32,7 "
265,"     9.03,4 ","    10.02,4 ","     9.42,4 ",Dedenis Mickael,"     28.36,3 "
266,"     9.03,2 ","     9.57,9 ","     9.49,5 ",Durand Yannick,"     28.43,3 "
267,"     9.12,5 ","     9.58,8 ","     9.39,4 ",Rondags Daniel,"     28.41,6 "
268,"     9.25,7 ","     9.54,5 ","     9.30,7 ",Desbordes Claude,"     28.41,0 "
269,"     9.16,8 ","    10.02,3 ","     9.34,5 ",Penzo Claudio,"     28.44,3 "
270,"     9.19,6 ","     9.55,5 ","     9.39,6 ",Gariglio Stefano,"     28.44,4 "
271,"     9.29,2 ","     9.56,7 ","     9.30,1 ",Gotteland Jean-Luc,"     28.50,5 "
272,"     9.12,7 ","    10.02,9 ","     9.40,4 ",Rizzi Julien,"     28.46,4 "
273,"     9.36,3 ","     9.55,6 ","     9.24,5 ",Martin Siro,"     28.47,3 "
274,"     9.22,3 ","     9.59,0 ","     9.35,3 ",Da Silva Carlos,"     28.45,5 "
275,"     9.40,8 ","     9.58,2 ","     9.17,6 ",Miescher Niculin,"     28.31,6 "
276,"     8.19,2 ","    11.40,4 ","     8.57,1 ",Bouchet Antoine,"     28.49,4 "
277,"     9.02,8 ","    10.02,0 ","     9.52,5 ",Lorenzi Luca,"     28.49,5 "
278,"     9.29,1 ","     9.57,2 ","     9.31,7 ",Adatte Gael,"     28.45,9 "
279,"     9.03,1 ","    10.15,2 ","     9.39,9 ",Guida Enzo,"     28.51,7 "
280,"     9.35,4 ","     9.52,8 ","     9.30,4 ",Vaillant Jérôme,"     28.46,7 "
